Brand Name,Generic Name,Manufacturer,Total Spending,Total Dosage Units,"Total 
Claims",Total Beneficiaries,Average Spending Per Dosage Unit (Weighted),Average Spending Per Claim,Average Spending Per Beneficiary,Year
Tamsulosin HCl,Tamsulosin HCl,Sandoz,52639280.54,113714763.6,2065751,574517,0.462906301,25.48190975,91.62353863,2016
Tamsulosin HCl,Tamsulosin HCl,Sun Pharmaceuti,23963435.71,55722392.19,1072922,318421,0.430050376,22.33474168,75.25708326,2016
Tamsulosin HCl,Tamsulosin HCl,Wockhardt USA L,92666.67,201644,5175,2066,0.459555801,17.9066029,44.85318006,2016
Tamsulosin HCl,Tamsulosin HCl,Zydus Pharmaceu,172685987.4,375867426.8,5601434,1647848,0.459433234,30.82888907,104.7948521,2016
Tanzeum,Albiglutide,Glaxosmithkline,34845718.74,311430.5,65031,13617,111.8913027,535.8324298,2558.986468,2016
Tapazole,Methimazole,Pfizer US Pharm,90060.49,54019,1059,263,1.698751743,85.04295562,342.4353232,2016
Tarceva,Erlotinib HCl,"Genentech, Inc.",379120616.9,2017269,55741,9108,210.2677757,6801.467804,41625.01283,2016
Targretin*,Bexarotene,Valeant*,42812358.7,152433,1529,396,298.8210732,28000.2346,108112.0169,2016
Tarka,Trandolapril/Verapamil HCl,Abbvie US LLC,1671758.69,396224,5853,1365,4.219221285,285.6242423,1224.731641,2016
Taron-C DHA,"PNV 16/Iron Fum,Ps/Folic/Om-3",Trigen Laborato,7034.66,8165,191,54,0.861562768,36.83068063,130.2714815,2016
Taron-Prex Prenatal,PNV 39/Iron/Folic/Docusate/DHA,Trigen Laborato,3468.07,2580,57, ,1.344213178,60.84333333, ,2016
Tasigna,Nilotinib HCl,Novartis,307612237.4,3268159,33205,3932,94.12564671,9264.033651,78233.0207,2016
Tasmar,Tolcapone,Valeant,4545153.86,45978,331,70,98.85497107,13731.58266,64930.76943,2016
Tazicef*,Ceftazidime,Hospira/Pfizer*,255328,179660.689,2782, ,1.62127916,91.77857656, ,2016
Tazorac,Tazarotene,Allergan Inc.,4892618.4,464742,9721,4912,10.51828018,503.3040222,996.0542345,2016
Taztia Xt,Diltiazem HCl,Actavis Pharma/,12053010.39,16181700,292496, ,0.751933745,41.20743665, ,2016
Tecentriq,Atezolizumab,"Genentech, Inc.",1318646.45,3040,144, ,433.7652796,9157.267014, ,2016
Tecfidera,Dimethyl Fumarate,Biogen-Idec,932309037.7,8935935,130707,17549,104.3345326,7132.816434,53126.04921,2016
Teflaro,Ceftaroline Fosamil Acetate,Allergan Inc.,12006306.17,1541138.666,6318,1652,7.853378867,1900.33336,7267.739812,2016
Tegretol,Carbamazepine,Novartis,13910803.12,9879305.5,45577,6149,1.872677598,305.2154183,2262.287058,2016
Tegretol XR,Carbamazepine,Novartis,22587240.15,11266466.5,99751,15799,2.06960571,226.4362277,1429.662646,2016
Tekturna,Aliskiren Hemifumarate,Novartis/Noden,35243817.67,6219263,126217,21932,5.675143708,279.2319392,1606.958676,2016
Tekturna HCT,Aliskiren/Hydrochlorothiazide,Novartis/Noden,7454321.33,1286454,25407,4647,5.797625616,293.3963605,1604.114769,2016
Telmisartan,Telmisartan,Actavis Pharma/,5165284.5,4813635.5,85088, ,1.073058687,60.7052052, ,2016
Telmisartan,Telmisartan,Alembic Pharmac,213409.54,228664,4276, ,0.933270113,49.90868569, ,2016
Telmisartan,Telmisartan,Ascend Laborato,289035.99,301742,5912, ,0.958021427,48.88971414, ,2016
Telmisartan,Telmisartan,Aurobindo Pharm,132850.63,127097,2800, ,1.045346609,47.44665357, ,2016
Telmisartan,Telmisartan,Glenmark Pharma,5410798.38,4475582.7,81416,21703,1.209005412,66.45866144,249.3110805,2016
Telmisartan,Telmisartan,Mylan,2075704.26,1742917,34942,10846,1.192029247,59.40427737,191.3797031,2016
Telmisartan,Telmisartan,Qualitest/Par P,648454.68,536115,10070, ,1.209543997,64.39470507, ,2016
Telmisartan,Telmisartan,Roxane/West-War,3422373.56,2560618,50610,12841,1.336075926,67.62247698,266.5192399,2016
Telmisartan,Telmisartan,Sandoz,1727380.61,1810386,36478,10448,0.953607013,47.35403832,165.3312222,2016
Telmisartan,Telmisartan,Torrent Pharmac,4346560.29,3139748,42473,11848,1.384149597,102.3370209,366.8602541,2016
Telmisartan,Telmisartan,Zydus Pharmaceu,879485.17,759214,12603,5441,1.15862758,69.78379513,161.6403547,2016
Telmisartan-Amlodipine,Telmisartan/Amlodipine,Lupin Pharmaceu,1138768.65,321332,5958,1512,3.544236563,191.1327039,753.1538691,2016
Telmisartan-Amlodipine,Telmisartan/Amlodipine,Mylan,573351.34,166503,2623,861,3.443405948,218.5860999,665.9132869,2016
Telmisartan-Hydrochlorothiazid,Telmisartan/Hydrochlorothiazid,Alembic Pharmac,1495024.25,607202,11230, ,2.462935064,133.1277159, ,2016
Telmisartan-Hydrochlorothiazid,Telmisartan/Hydrochlorothiazid,Lupin Pharmaceu,3622763.78,1375885,22166,7943,2.633475212,163.4378679,456.0951505,2016
Telmisartan-Hydrochlorothiazid,Telmisartan/Hydrochlorothiazid,Macleods Pharma,244023.34,146374,2609, ,1.665456093,93.53136834, ,2016
Telmisartan-Hydrochlorothiazid,Telmisartan/Hydrochlorothiazid,Mylan,18854.72,7322,167,86,2.575077848,112.902515,219.2409302,2016
Telmisartan-Hydrochlorothiazid,Telmisartan/Hydrochlorothiazid,Qualitest/Par P,5970856.38,2308551.5,44435, ,2.586578028,134.3728228, ,2016
Telmisartan-Hydrochlorothiazid,Telmisartan/Hydrochlorothiazid,Roxane/West-War,8787345.22,3050093,59480,16007,2.881170906,147.7361335,548.9689024,2016
Telmisartan-Hydrochlorothiazid,Telmisartan/Hydrochlorothiazid,Torrent Pharmac,7174093.4,2836248,45416,13114,2.529970063,157.9640083,547.0560775,2016
Temazepam,Temazepam,AHP,169447.24,37727,1408,799,4.491405095,120.3460511,212.0741427,2016
Temazepam,Temazepam,Actavis Pharma/,3750301.3,14340521,396064, ,0.262122352,9.468927497, ,2016
Temazepam,Temazepam,Amneal Pharmace,19691.07,83467,2381, ,0.237912314,8.270083998, ,2016
Temazepam,Temazepam,Ascend Laborato,8561855.51,14315317.45,429777,125957,0.601756919,19.92162333,67.97443183,2016
Temazepam,Temazepam,Avkare,169266.67,40063,1393, ,4.225012356,121.5123259, ,2016
Temazepam,Temazepam,Major Pharmaceu,132705.07,41291,1556,458,3.213898186,85.2860347,289.7490611,2016
Temazepam,Temazepam,Mallinckrodt Ph,6457209.81,1515898,55938,18816,4.252214921,115.4351212,343.1765418,2016
Temazepam,Temazepam,Mckesson Packag,49263.43,32761,1137,433,1.482424133,43.32755497,113.7723557,2016
Temazepam,Temazepam,Mutual Pharm Co,767416.83,179822,6096,2782,4.267647062,125.8885876,275.8507656,2016
Temazepam,Temazepam,Mylan,22201764.42,68553233.66,1887369,421458,0.336775774,11.76334062,52.6784743,2016
Temazepam,Temazepam,Mylan Instituti,13346.67,41758,1815,666,0.322027625,7.35353719,20.04004505,2016
Temazepam,Temazepam,Qualitest/Par P,3666364.27,12483969,343555, ,0.299713072,10.67184081, ,2016
Temazepam,Temazepam,Sandoz,2118049.42,8582657.5,258560,88422,0.24722777,8.191713413,23.9538737,2016
Temovate,Clobetasol Propionate,Sandoz,34585.16,5100,101,72,6.781403922,342.4273267,480.3494444,2016
Tencon,Butalbital/Acetaminophen,Int'L Ethical,33090.07,49616,1441,1036,0.666923372,22.96326856,31.94022201,2016
Tenivac,Tetanus-Diphtheria Toxoids/PF,Sanofi-Pasteur,504605.72,7387,10547, ,68.29789456,47.84353086, ,2016
Tenoretic 100,Atenolol/Chlorthalidone,Almatica Pharma,43967.51,5505,95, ,7.986831971,462.8158947, ,2016
Tenoretic 50,Atenolol/Chlorthalidone,Almatica Pharma,329451.49,28845,563,124,11.42144184,585.1713854,2656.866855,2016
Tenormin,Atenolol,Almatica Pharma,8961981.78,779707,11213,2223,11.49308906,799.2492446,4031.480783,2016
Terazol 7,Terconazole,Janssen Pharm.,7349.35,7425,147,82,0.989811448,49.99557823,89.62621951,2016
Terazosin HCl,Terazosin HCl,Apotex Corp,127696.5,675809,12785,5468,0.190335224,9.987993743,23.3534199,2016
Terazosin HCl,Terazosin HCl,Jubilant Cadist,14311615.85,95437266,1122184,281466,0.15087385,12.75335939,50.84669498,2016
Terazosin HCl,Terazosin HCl,Major Pharmaceu,7370.55,26004,649,201,0.28756097,11.35677966,36.66940299,2016
Terazosin HCl,Terazosin HCl,Mylan,3492362.23,18447716,280329,67253,0.189431398,12.458084,51.92872035,2016
Terazosin HCl,Terazosin HCl,Mylan Instituti,18994.59,66363,1932,412,0.28699249,9.831568323,46.10337379,2016
Terazosin HCl,Terazosin HCl,Sandoz,8927115.22,50776169.67,745474,176057,0.175941488,11.97508595,50.7058238,2016
Terbinafine HCl,Terbinafine HCl,Aurobindo Pharm,661977.81,2042954.85,52834,30477,0.324029584,12.52939036,21.72056994,2016
Terbinafine HCl,Terbinafine HCl,Avkare,5854.32,3329,117,67,1.758582157,50.03692308,87.37791045,2016
Terbinafine HCl,Terbinafine HCl,Breckenridge,391300.23,1601343.9,41042,24233,0.244357399,9.534141367,16.14741179,2016
Terbinafine HCl,Terbinafine HCl,Camber Pharmace,2022013.96,7051221.18,195746,115638,0.286760819,10.32978431,17.48572234,2016
Terbinafine HCl,Terbinafine HCl,"Cipla USA, Inc.",809255.71,2876256.95,75635, ,0.281357238,10.69948714, ,2016
Terbinafine HCl,Terbinafine HCl,Dr.Reddy'S Lab,15052.04,44133.07,1516,1054,0.341060343,9.92878628,14.28087287,2016
Terbinafine HCl,Terbinafine HCl,Exelan Pharmace,2684.81,5126,168,114,0.523763168,15.98101191,23.55096491,2016
Terbinafine HCl,Terbinafine HCl,"Gsms, Inc.",489.72,1673,64,28,0.292719665,7.651875,17.49,2016
Terbinafine HCl,Terbinafine HCl,Harris Pharm,733280.49,2453707.84,68886,40425,0.298845885,10.64484061,18.13928238,2016
Terbinafine HCl,Terbinafine HCl,Northstar Rx Ll,876169.09,2970613.28,85153,47935,0.294945524,10.28935082,18.27827454,2016
Terbutaline Sulfate*,Terbutaline Sulfate,App/Fresenius K,2244568.6,138129.5,1461,357,16.249741,1536.323477,6287.307003,2016
Terbutaline Sulfate*,Terbutaline Sulfate,Impax Generics,9779.75,24206,312, ,0.40402173,31.34535256, ,2016
Terbutaline Sulfate*,Terbutaline Sulfate,Lannett Co. Inc,2144807.19,1074614.5,11386,2672,1.989765305,188.372316,802.6973017,2016
Terbutaline Sulfate*,Terbutaline Sulfate,Marlex Pharm.,107582.24,66158,718,256,1.633841693,149.8359889,420.243125,2016
Terconazole,Terconazole,Actavis Pharma/,1032872.9,1004110.52,33713, ,1.167792884,30.63722896, ,2016
Terconazole,Terconazole,Fougera/Sandoz,1112374.59,1644992,35936,26307,0.676218845,30.95432408,42.2843574,2016
Terconazole,Terconazole,G & W Labs.,121912.64,5977,1632,1217,20.39696169,74.70137255,100.1747247,2016
Terconazole,Terconazole,Perrigo Co.,486856.07,21426,6105,4502,22.72267666,79.74710401,108.1421746,2016
Terconazole,Terconazole,Taro Pharm USA,1966234.06,2228459.97,63717,45311,1.015746505,30.85886121,43.39418817,2016
Terumo Insulin Syringe,"Syringe-Needle,Insulin,0.5 Ml",Terumo,4607.19,24441,489,207,0.188502516,9.421656442,22.25695652,2016
Testim,Testosterone,Auxilium/Endo P,8512193.82,2706041,11612,3177,3.14562633,733.051483,2679.318168,2016
Testopel,Testosterone,Auxilium/Endo P,620437.04,6804,630,358,91.18710171,984.8206984,1733.064358,2016
Testosterone,Testosterone,Actavis Pharma/,1781258.82,917568.5,3868, ,2.030527283,460.5115874, ,2016
Testosterone,Testosterone,Par Pharm.,3538236.92,1811090,5164,2033,2.043405155,685.1736871,1740.40183,2016
Testosterone,Testosterone,Perrigo Co.,11749920.37,5568512.5,28721,9718,2.271705416,409.1055454,1209.088328,2016
Testosterone,Testosterone,Prasco Labs,6813146.08,3565745,16542,5041,1.910721625,411.869549,1351.546534,2016
Testosterone,Testosterone,Qualitest/Par P,2510819.55,482733,5441, ,5.201259392,461.4628837, ,2016
Testosterone,Testosterone,Upsher Smith La,10967558.77,6496080,30933, ,1.683104995,354.5585223, ,2016
Testosterone Cypionate,Testosterone Cypionate,Actavis Pharma/,3332466.21,521805.89,51882, ,6.386409724,64.23164508, ,2016
Testosterone Cypionate,Testosterone Cypionate,Hospira/Pfizer,10836.98,1434,233, ,10.08024823,46.51064378, ,2016
Testosterone Cypionate,Testosterone Cypionate,Perrigo Co.,14180785.65,1244917,356616,100598,11.39094867,39.76486094,140.9648865,2016
Testosterone Cypionate,Testosterone Cypionate,Sun Pharmaceuti,2750806.26,370734,52762,27400,7.67515426,52.13612562,100.3943891,2016
Testosterone Cypionate,Testosterone Cypionate,"West-Ward, Inc.",2444865.05,350678,35537,20181,6.971823297,68.79773335,121.1468733,2016
Testosterone Enanthate,Testosterone Enanthate,Actavis Pharma/,628694.93,52941,8654, ,11.87538826,72.64790039, ,2016
Testosterone Enanthate,Testosterone Enanthate,"West-Ward, Inc.",386425.11,32223.375,5422,2363,11.99207439,71.26984692,163.5315743,2016
Tetanus Diphtheria Toxoids,"Tetanus, Diphtheria Tox,Adult",Akorn Inc.,803773.73,13947.5,15917,15848,57.62851622,50.49781554,50.71767605,2016
Tetanus Diphtheria Toxoids,"Tetanus, Diphtheria Tox,Adult",Grifols Therape,65230.84,1003.55,1738,1588,65.00008968,37.53212888,41.07735516,2016
Tetrabenazine,Tetrabenazine,Camber Pharmace,21894687.8,264030.009,2808, ,83.98122847,7797.25349, ,2016
Tetrabenazine,Tetrabenazine,Oceanside Pharm,16878168.74,271426.5,2624,756,68.45085664,6432.228941,22325.62003,2016
Tetrabenazine,Tetrabenazine,Sun Pharmaceuti,82666755.34,1000555.5,11711,1805,82.53327758,7058.898074,45798.75642,2016
Tetracaine HCl,Tetracaine HCl,Valeant,1260.1,1755,117,108,0.718005698,10.77008547,11.66759259,2016
Tetracycline HCl,Tetracycline HCl,Actavis Pharma/,730378.3,199892,3078, ,3.631603969,237.289896, ,2016
Tetracycline HCl,Tetracycline HCl,Harris Pharm,245693.27,43089,836, ,5.918637913,293.8914713, ,2016
Tetracycline HCl,Tetracycline HCl,Heritage Pharma,8448135.9,2000416.173,31884,23392,4.193410414,264.9647441,361.1549205,2016
Thalomid,Thalidomide,Celgene,58553500.84,252686,8173,1502,233.2615105,7164.260472,38983.68898,2016
Theo-24,Theophylline Anhydrous,Auxilium/Endo P,6812893.08,2673692,51233,13488,2.595533719,132.9786091,505.1077313,2016
Theophylline,Theophylline Anhydrous,Glenmark Pharma,589530.32,685829.5,12925,4820,0.857616383,45.61163017,122.309195,2016
Theophylline,Theophylline Anhydrous,Nostrum/Mylan,2236152.94,2192932.53,45962,13054,1.017188754,48.65221139,171.3002099,2016
Theophylline,Theophylline Anhydrous,Rhodes Pharmace,3630469.24,3848969.1,87802,22159,0.942969742,41.3483661,163.8372327,2016
Theophylline,Theophylline Anhydrous,Silarx/Lannett,187636.55,1087533,1316, ,0.172534121,142.5809651, ,2016
Theophylline,Theophylline Anhydrous,Tris Pharma Inc,454408.4,2612637,2968,706,0.173927109,153.1025607,643.6379603,2016
Theophylline Anhydrous,Theophylline Anhydrous,Alembic Pharmac,10404044.1,7830741.25,104592, ,1.328878568,99.47265661, ,2016
Theophylline Anhydrous,Theophylline Anhydrous,Heritage Pharma,2118075.57,4947760.5,60503,23320,0.428087732,35.00777763,90.82656818,2016
Theophylline Anhydrous,Theophylline Anhydrous,Major Pharmaceu,45828.41,104715,1881,1398,0.43833416,24.36385433,32.78140916,2016
Theophylline Anhydrous,Theophylline Anhydrous,Teva USA,4212651.16,11022663.76,161803, ,0.382833448,26.03568018, ,2016
Thiola,Tiopronin,"Retrophin, Inc.",12946873.47,443516,1615,176,29.19144624,8016.63992,73561.78108,2016
Thioridazine HCl,Thioridazine HCl,Mutual Pharm Co,150192.63,255576,3446,629,0.596616986,43.58462856,238.7800159,2016
Thioridazine HCl,Thioridazine HCl,Mylan,4862879.47,8349655.5,100338,11218,0.587726599,48.46498306,433.4889882,2016
Thioridazine HCl,Thioridazine HCl,Mylan Instituti,145832.66,229617.5,3030,597,0.637873928,48.12959076,244.2758124,2016
Thiothixene,Thiothixene,Mylan,9659021.64,7427314.085,102395,12806,1.287302774,94.33098921,754.2575074,2016
Thiothixene,Thiothixene,Mylan Instituti,189324.11,98997,1678,397,1.910814578,112.8272408,476.886927,2016
Thiothixene,Thiothixene,Sandoz,6675.62,18287,380,164,0.37320317,17.56742105,40.705,2016
Tiagabine HCl,Tiagabine HCl,"Cephalon,Inc.-T",6104706.84,1253922.875,13969,2694,4.873218615,437.0181717,2266.038174,2016
Tiagabine HCl,Tiagabine HCl,Sun Pharmaceuti,1802464.64,366141.5,4351,1037,4.926688724,414.2644542,1738.15298,2016
Tiagabine HCl,Tiagabine HCl,Teva USA,2704810.12,559530.875,6265, ,4.838176251,431.7334589, ,2016
Tiazac,Diltiazem HCl,Valeant,381728.19,138631,2389,551,2.84810261,159.7857639,692.7916334,2016
Tigan*,Trimethobenzamide HCl,Monarch Phrm,27622.31,8271,90,18,3.339657841,306.9145556,1534.572778,2016
Tigan*,Trimethobenzamide HCl,Par Pharmaceuti,306864.98,19896,1105,769,15.42345095,277.7058643,399.0441873,2016
Tikosyn,Dofetilide,Pfizer US Pharm,106940600.1,13602084,159726,34244,7.861781606,669.5253125,3122.900364,2016
Tilia Fe,Norethindrone-E.Estradiol-Iron,Actavis/Mayne P,29705.12,22344,620, ,1.329445041,47.91148387, ,2016
Timolol Maleate*,Timolol Maleate,Akorn Inc.,3341245.56,4183805.366,462040,170039,0.798614005,7.231507142,19.64987773,2016
Timolol Maleate*,Timolol Maleate,Apotex Corp,94490.82,71305.428,10788,5717,1.326292577,8.758882091,16.52804268,2016
Timolol Maleate*,Timolol Maleate,Hi-Tech/Akorn C,80445.38,79012,8695,6497,1.018141295,9.251912593,12.38192704,2016
Timolol Maleate*,Timolol Maleate,Mylan,1663350.93,1394106.5,14874,2940,1.188465663,111.8294292,565.7656225,2016
Timolol Maleate*,Timolol Maleate,Pacific/Greenst,599211.33,616249.614,80202,41123,0.974650986,7.471276652,14.5711969,2016
Timolol Maleate*,Timolol Maleate,Rising Pharm,4128551.15,3162485.6,388074,139099,1.306614305,10.63856674,29.68066737,2016
Timolol Maleate*,Timolol Maleate,Sandoz,25067615.15,10422401.25,1196299,402450,2.998607762,20.95430586,62.28752677,2016
Timolol Maleate*,Timolol Maleate,Valeant,29135799.51,1694217,247138,74383,17.19486276,117.8928352,391.6997098,2016
Timoptic Ocudose,Timolol Maleate/PF,Valeant,8817677.11,1405603,18272,4964,6.273121809,482.5786509,1776.324962,2016
Timoptic-Xe,Timolol Maleate,Valeant,599099.35,17435,2495,739,34.36187841,240.11998,810.6892422,2016
Tinidazole,Tinidazole,"Biocomp Pharma,",51419.1,14255,1083,909,3.607092248,47.47839335,56.56666667,2016
Tinidazole,Tinidazole,Edenbridge Phar,100246.21,21704,1461, ,4.618789624,68.61479124, ,2016
Tinidazole,Tinidazole,Gavis/Lupin,79941.99,17253,1076,835,4.633512433,74.29552974,95.73891018,2016
Tinidazole,Tinidazole,Rising Pharm,32775.51,8253,615,479,3.971344966,53.2935122,68.4248643,2016
Tinidazole,Tinidazole,Roxane/West-War,54981.1,22595,463,206,2.433330383,118.749676,266.8985437,2016
Tinidazole,Tinidazole,"West-Ward, Inc.",187625.9,43791,2831,2096,4.28457674,66.27548569,89.51617366,2016
Tirosint,Levothyroxine Sodium,Akrimax/Mist Ph,8512986.46,2272317,50651, ,3.746078988,168.0714391, ,2016
Tivicay,Dolutegravir Sodium,Viiv Healthcare,340640227.7,7195508,218146,28681,47.34067806,1561.52406,11876.86021,2016
Tivorbex,"Indomethacin, Submicronized",Iroko Pharmaceu,153508.66,40293,630,291,3.809765056,243.6645397,527.5211684,2016
Tizanidine HCl,Tizanidine HCl,AHP,10011.9,25040,468,128,0.399836262,21.39294872,78.21796875,2016
Tizanidine HCl,Tizanidine HCl,Actavis Pharma/,6240111.81,2945459,40113, ,2.072606481,155.5633289, ,2016
Tizanidine HCl,Tizanidine HCl,Apotex Corp,26419616.81,59193605,740514,256327,0.445786171,35.67740355,103.0699724,2016
Tizanidine HCl,Tizanidine HCl,Avkare,65739.48,273524,3681,1042,0.241366879,17.8591361,63.08971209,2016
Tizanidine HCl,Tizanidine HCl,Caraco/Sun Phar,6681236.24,27795253.28,380518,118227,0.241232433,17.55826594,56.51193247,2016
Tizanidine HCl,Tizanidine HCl,Dr.Reddy'S Lab,43748425.66,186378681.4,2313744,728600,0.234833363,18.90806661,60.04450406,2016
Tizanidine HCl,Tizanidine HCl,Major Pharmaceu,13295.68,42233,528,112,0.314817323,25.18121212,118.7114286,2016
Tizanidine HCl,Tizanidine HCl,Mylan,7661984.18,30594278.58,399578,117643,0.251451296,19.17519028,65.12911248,2016
Tizanidine HCl,Tizanidine HCl,Mylan Instituti,22187.56,63307,957,216,0.350475619,23.18449321,102.7201852,2016
Tizanidine HCl,Tizanidine HCl,Sandoz,1308443.37,5393864,77131,33139,0.242772183,16.96391036,39.48348985,2016
Tizanidine HCl,Tizanidine HCl,Unichem Pharmac,12279862.79,50317647.28,579640,187506,0.244274931,21.18532674,65.49050585,2016
Tobi Podhaler,Tobramycin,Novartis,11444921.31,288024,1280,425,39.73599877,8941.344773,26929.22661,2016
Tobradex,Tobramycin/Dexamethasone,Alcon/Novartis,20458229.88,361702.501,100128,69983,56.74151467,204.3207682,292.3314216,2016
Tobradex St,Tobramycin/Dexamethasone,Alcon/Novartis,992643.85,27896.5,5354,4438,35.58309645,185.402288,223.6691866,2016
Tobramycin,Tobramycin,Akorn Inc.,193941.92,111176.14,18631,16192,1.74445632,10.40963555,11.97763834,2016
Tobramycin,Tobramycin,Sandoz,767964.52,482668.784,86614,72084,1.591079733,8.866517191,10.65374452,2016
Tobramycin,Tobramycin,Valeant,1751071.82,988572.447,169110,139984,1.7713136,10.35463202,12.50908547,2016
Tobramycin,Tobramycin In 0.225% Sod Chlor,Akorn Inc.,1676448.53,107842,519, ,15.54541394,3230.15131, ,2016
Tobramycin,Tobramycin In 0.225% Sod Chlor,Amneal Pharmace,1510301.55,97508,412, ,15.48900142,3665.780461, ,2016
Tobramycin,Tobramycin In 0.225% Sod Chlor,Sandoz,1851348.61,114061,683, ,16.23121496,2710.612899, ,2016
Tobramycin,Tobramycin In 0.225% Sod Chlor,Teva USA,1115532.62,65957,421, ,16.91302849,2649.721188, ,2016
Tobramycin Sulfate,Tobramycin Sulfate,Akorn Inc.,71875.34,99792.201,909, ,0.720250072,79.07078108, ,2016
Tobramycin Sulfate,Tobramycin Sulfate,App/Fresenius K,590108.06,1234056.758,8443,3552,0.47818551,69.89317304,166.1340259,2016
Tobramycin Sulfate,Tobramycin Sulfate,Hospira/Pfizer,77763.22,95101.75,1484, ,0.817684428,52.40109164, ,2016
Tobramycin Sulfate,Tobramycin Sulfate,Mylan Instituti,101600.43,205934.329,1908,1013,0.493363251,53.24970126,100.2965745,2016
Tobramycin Sulfate,Tobramycin Sulfate,Teva Parenteral,2146.1,4711.5,63, ,0.455502494,34.06507937, ,2016
Tobramycin Sulfate,Tobramycin Sulfate,X-Gen Pharmaceu,5157385.9,1061548.481,2810,1610,4.858361151,1835.368648,3203.34528,2016
Tobramycin Sulfate,Tobramycin Sulfate,X-Gen/Premierpr,64344.31,4555.925,144,56,14.12321537,446.8354861,1149.005536,2016
Tobramycin-Dexamethasone,Tobramycin/Dexamethasone,Sandoz,16201217.23,1030228.834,199448,155198,15.72584332,81.23028173,104.3906315,2016
Tobramycin-Dexamethasone,Tobramycin/Dexamethasone,Valeant,25595822.4,1522036.17,291766,222197,16.81682926,87.72722798,115.1942754,2016
Tobrex,Tobramycin,Alcon/Novartis,2547807.97,46273.5,12825,9667,55.05976358,198.6594908,263.5572535,2016
Tofranil,Imipramine HCl,Mallinckrodt Ph,585320.83,45972,341,63,12.75622489,1716.483372,9290.806825,2016
Tolak,Fluorouracil,Hill Derm/Pierr,373121.24,98362,2422, ,3.793347431,154.0550124, ,2016
Tolazamide,Tolazamide,Mylan,239575.55,103384,828,247,2.255190595,289.3424517,969.941498,2016
Tolbutamide,Tolbutamide,Mylan,89347.98,103001,794,190,0.867447695,112.5289421,470.2525263,2016
Tolcapone,Tolcapone,Oceanside Pharm,3071709.77,37403.5,352, ,82.12359191,8726.44821, ,2016
Tolcapone,Tolcapone,Par Pharm.,3261593.82,38296,335,61,85.1680024,9736.100955,53468.75115,2016
Tolmetin Sodium,Tolmetin Sodium,Mylan,167262.07,61974,614,199,2.698907122,272.4137948,840.5129146,2016
Tolmetin Sodium,Tolmetin Sodium,Teva USA,407150.46,249282,2163,589,1.633292657,188.234147,691.2571477,2016
Tolterodine Tartrate,Tolterodine Tartrate,Apotex Corp,419096.9,207772,3482,1014,2.016592649,120.3609707,413.3105523,2016
Tolterodine Tartrate,Tolterodine Tartrate,Greenstone LLC.,17187562.26,9216896.357,136207,35824,1.864869329,126.1870701,479.7778657,2016
Tolterodine Tartrate,Tolterodine Tartrate,Macleods Pharma,218074.15,110541,1971, ,1.972690724,110.6413749, ,2016
Tolterodine Tartrate,Tolterodine Tartrate,Mylan,22139.54,12865,250,84,1.720823004,88.55816,263.5659524,2016
Tolterodine Tartrate,Tolterodine Tartrate,Mylan Instituti,22989.37,9772,240,51,2.352575727,95.78904167,450.7719608,2016
Tolterodine Tartrate,Tolterodine Tartrate,Teva USA,18513567.13,10679497.5,159291,32349,1.733890756,116.2248158,572.3072469,2016
Tolterodine Tartrate ER,Tolterodine Tartrate,Greenstone LLC.,3112896.64,596389,15794, ,5.221885659,197.0936204, ,2016
Tolterodine Tartrate ER,Tolterodine Tartrate,Mylan,76769006.17,15017839,290242,84809,5.111670387,264.4999903,905.1988135,2016
Tolterodine Tartrate ER,Tolterodine Tartrate,Mylan Instituti,418859.05,73885,2427,733,5.668909429,172.5830449,571.4311733,2016
Tolterodine Tartrate ER,Tolterodine Tartrate,Teva USA,87755374.05,17434731,419655,105066,5.034875197,209.1131383,835.2404589,2016
Tolterodine Tartrate ER,Tolterodine Tartrate,Torrent Pharmac,42800925.12,8564649,205671,54069,4.997719902,208.1038412,791.5982378,2016
Topamax,Topiramate,Janssen Pharm.,55615870.98,4912746.5,47556,5832,11.94143781,1169.481684,9536.329043,2016
Topcare Clickfine,"Pen Needle, Diabetic",Perrigo Diabete,8580.91,43850,368,152,0.195711359,23.31769022,56.45335526,2016
Topcare Ultra Comfort,"Syringe And Needle,Insulin,1ml",Perrigo Diabete,3298.27,22203,188,161,0.148571318,17.54398936,20.48614907,2016
Topicort,Desoximetasone,Taro Pharm USA,1335737.61,244185,2521,1634,5.470389457,529.8443515,817.4648776,2016
Topiramate,Topiramate,AHP,70429.23,262716,5209,643,0.268331892,13.52068151,109.5322395,2016
Topiramate,Topiramate,Aurobindo Pharm,366.6,2910,62,15,0.125979381,5.912903226,24.44,2016
Topiramate,Topiramate,Avpak,1199.26,5447,137, ,0.2201689,8.753722628, ,2016
Topiramate,Topiramate,Camber Pharmace,5770453.67,34105686.87,419965,100564,0.172211263,13.74032043,57.38090838,2016
Topiramate,Topiramate,"Cipla USA, Inc.",6640786.84,46487396.73,615853,118888,0.145113762,10.78307135,55.8575032,2016
Topiramate,Topiramate,Glenmark Pharma,6578974.05,38212714.89,514075,101549,0.174598284,12.79769304,64.78620223,2016
Topiramate,Topiramate,"Gsms, Inc.",1960.59,16945,218,39,0.114132804,8.99353211,50.27153846,2016
Topiramate,Topiramate,Mylan,31113.34,105308,1366,449,0.295092372,22.77696925,69.29474388,2016
