Brand Name,Generic Name,Manufacturer,Total Spending,Total Dosage Units,Total Claims,Average Spending Per Dosage Unit (Weighted),Average Spending Per Claim,Year
Methadone HCl*,Methadone HCl,Ascend Laborato,2159326.56,16113723.5,125211,0.134005437,17.24550207,2016
Methadone HCl*,Methadone HCl,Aurobindo Pharm,478149.35,2402621,20960,0.199075545,22.81246899,2016
Methadone HCl*,Methadone HCl,Mallinckrodt Ph,3999856.02,18038728.38,149720,0.222062401,26.71557588,2016
Methadone HCl*,Methadone HCl,Mckesson Packag,1408.23,5811,75,0.242338668,18.7764,2016
Methadone HCl*,Methadone HCl,Mylan Instituti,35269.13,2025.012,240,17.41675111,146.9547083,2016
Methadone HCl*,Methadone HCl,Roxane/West-War,187477.71,1953882.782,8134,0.090992812,23.04864888,2016
Methadone HCl*,Methadone HCl,Vistapharm,784807.94,10328026.7,33149,0.09826442,23.67516185,2016
Methadone HCl*,Methadone HCl,"West-Ward, Inc.",3584805.08,16046916,142381,0.223273365,25.17755234,2016
Methadone Intensol,Methadone HCl,Roxane/West-War,34443.76,69906.1,675,0.492714656,51.02779259,2016
Methadose,Methadone HCl,Mallinckrodt Ph,499051.89,5461779.785,19930,0.091371661,25.04023532,2016
Methamphetamine HCl,Methamphetamine HCl,Mayne Pharma In,760108.42,140493,997,5.410293894,762.3956068,2016
Methamphetamine HCl,Methamphetamine HCl,Mylan,48436.04,14024,144,3.453796349,336.3613889,2016
Methazolamide,Methazolamide,Ani Pharmaceuti,432703.64,106044,1467,4.104413987,294.9581731,2016
Methazolamide,Methazolamide,Perrigo Co.,599733.26,152815,2154,3.991979895,278.4276973,2016
Methazolamide,Methazolamide,Sandoz,714830.82,181153,2628,4.008318163,272.0056393,2016
Methenamine Hippurate,Methenamine Hippurate,Aurobindo Pharm,15206.99,10337,181,1.471122183,84.01651934,2016
Methenamine Hippurate,Methenamine Hippurate,Corepharma LLC,703857.38,469419.57,8632,1.499420614,81.54047498,2016
Methenamine Hippurate,Methenamine Hippurate,County Line Pha,843712.53,572865.5,10252,1.472793404,82.29735954,2016
Methenamine Hippurate,Methenamine Hippurate,Leading Pharma,25055.75,17830,319,1.405257992,78.54467085,2016
Methenamine Hippurate,Methenamine Hippurate,Winthrop US,23050.17,15317,281,1.504874976,82.02907473,2016
Methenamine Mandelate,Methenamine Mandelate,Edenbridge Phar,99128.29,101587,1464,0.982941533,67.7105806,2016
Methenamine Mandelate,Methenamine Mandelate,Seton Pharmaceu,69586.55,47676,757,1.459571902,91.92410832,2016
Methergine*,Methylergonovine Maleate,Lupin Pharma,973207.71,23806,2872,40.88077418,338.8606233,2016
Methergine*,Methylergonovine Maleate,Novartis,9149.55,119.402,107,76.62811343,85.50981308,2016
Methimazole,Methimazole,Ahp,654.29,2436,70,0.268591954,9.347,2016
Methimazole,Methimazole,Boca Pharmacal/,78255.3,342982,6560,0.223896588,11.92916159,2016
Methimazole,Methimazole,Heritage Pharma,698342.46,3227830.784,63098,0.211198129,11.06758471,2016
Methimazole,Methimazole,Par Pharm.,1434965.96,7428299,125779,0.191053959,11.4086291,2016
Methimazole,Methimazole,Rising Pharm,703225.79,3214623,54833,0.215112271,12.82486441,2016
Methimazole,Methimazole,Sandoz,871272.07,3745819.55,71026,0.23121347,12.26694549,2016
Methocarbamol*,Methocarbamol,Ahp,9604.98,10446,534,2.461145287,17.98685393,2016
Methocarbamol*,Methocarbamol,Camber Pharmace,6527350.05,47458079.88,747367,0.136428179,8.733794842,2016
Methocarbamol*,Methocarbamol,Mckesson Packag,55334.94,15204.5,1441,3.698498115,38.40037474,2016
Methocarbamol*,Methocarbamol,Mylan Instituti,19684.23,5124,416,3.841574942,47.31786058,2016
Methocarbamol*,Methocarbamol,Qualitest/Par P,4195024.4,31244544.74,499376,0.133779932,8.400532665,2016
Methocarbamol*,Methocarbamol,Solco Healthcar,611817.68,1082000.689,18829,0.590605802,32.49337086,2016
Methocarbamol*,Methocarbamol,Virtus Pharmace,243747.55,1911829.5,28785,0.126924368,8.467866945,2016
Methocarbamol*,Methocarbamol,"West-Ward, Inc.",1029240.18,7394958.5,112859,0.139179413,9.119699625,2016
Methotrexate,Methotrexate Sodium/PF,App/Fresenius K,8317.29,227.865,122,36.50095451,68.1745082,2016
Methotrexate Sodium,Methotrexate Sodium/PF,Accord Healthca,155274.15,34727.95,6364,4.471157958,24.39882935,2016
Methotrexate Sodium,Methotrexate Sodium/PF,App/Fresenius K,1107.03,729.725,243,1.517050944,4.555679012,2016
Methotrexate Sodium,Methotrexate Sodium/PF,Bedford Labs,1792.92,502.358,98,3.569008556,18.29510204,2016
Methotrexate Sodium,Methotrexate Sodium/PF,Hospira/Pfizer,8110.14,3765.65,195,2.153715826,41.59046154,2016
Methotrexate Sodium,Methotrexate Sodium/PF,Mylan Instituti,46271.34,6025.32,782,7.679482584,59.17051151,2016
Methotrexate Sodium,Methotrexate Sodium/PF,Teva Parenteral,374308.3,128063.355,20363,2.922836904,18.38178559,2016
Methotrexate*,Methotrexate Sodium,App/Fresenius K,158356.31,53185.465,10339,2.977435846,15.31640488,2016
Methotrexate*,Methotrexate Sodium,Hospira-Novaplu,12661.19,3418.6,860,3.70361844,14.72231395,2016
Methotrexate*,Methotrexate Sodium,Hospira/Pfizer,761511.1,177431.33,45374,4.291863788,16.78298365,2016
Methotrexate*,Methotrexate Sodium,Mylan,10427452.56,5989967.114,225854,1.740819668,46.16899661,2016
Methotrexate*,Methotrexate Sodium,Mylan Instituti,13174.64,6882,336,1.914362104,39.2102381,2016
Methotrexate*,Methotrexate Sodium,Qualitest/Par P,5704052.92,3141400.415,116469,1.815767545,48.97485958,2016
Methotrexate*,Methotrexate Sodium,Roxane/West-War,5553363.06,3148555.117,118460,1.763781434,46.87964765,2016
Methotrexate*,Methotrexate Sodium,Teva USA,4925272.97,2729451.58,96612,1.804491791,50.97992972,2016
Methoxsalen,Methoxsalen,Oceanside Pharm,272209.49,4726,132,57.59828396,2062.193106,2016
Methoxsalen,Methoxsalen,Strides Pharma,318404.9,5557,139,57.29798452,2290.682734,2016
Methscopolamine Bromide,Methscopolamine Bromide,Bayshore Pharma,63704.37,42249,921,1.441654098,69.16869707,2016
Methscopolamine Bromide,Methscopolamine Bromide,Boca Pharmacal/,112465.21,68543.6,1091,1.693855881,103.0845188,2016
Methscopolamine Bromide,Methscopolamine Bromide,Breckenridge,27616.92,20366,322,1.356030639,85.7668323,2016
Methyldopa,Methyldopa,Accord Healthca,390867.15,1717659,23882,0.225338739,16.36660037,2016
Methyldopa,Methyldopa,Mylan,374960.71,1810792,25264,0.205270895,14.84170005,2016
Methyldopa,Methyldopa,Mylan Instituti,6203.34,10212,199,0.607455934,31.17256281,2016
Methyldopa,Methyldopa,Teva USA,325598.59,1099864,15919,0.293021219,20.4534575,2016
Methyldopa-Hydrochlorothiazide,Methyldopa/Hydrochlorothiazide,Mylan,14013.81,9941,201,1.41615506,69.72044776,2016
Methylene Blue,Methylene Blue,Akorn Inc.,11676.41,1270.89,99,9.187585078,117.9435354,2016
Methylergonovine Maleate*,Methylergonovine Maleate,Akorn Inc.,88136.79,2785.102,2151,31.64580328,40.97479777,2016
Methylergonovine Maleate*,Methylergonovine Maleate,Amer. Regent,23718.37,1214.001,710,19.53735623,33.40615493,2016
Methylergonovine Maleate*,Methylergonovine Maleate,Gavis/Lupin,4306046.22,214668.74,27348,20.05902778,157.4537889,2016
Methylin,Methylphenidate HCl,Shionogi Pharma,1653817.9,2718775.41,8957,0.606644977,184.639712,2016
Methylphenidate ER,Methylphenidate HCl,Actavis Pharma/,563216917.1,84664830,2589228,6.652859623,217.5231062,2016
Methylphenidate ER,Methylphenidate HCl,Ahp,87814.01,12703,394,6.881288399,222.878198,2016
Methylphenidate ER,Methylphenidate HCl,County Line Pha,1226316.53,274083,7181,4.485648884,170.7723896,2016
Methylphenidate ER,Methylphenidate HCl,"KVK-Tech, Inc.",8743261.54,1940523,50569,4.519992725,172.8976555,2016
Methylphenidate ER,Methylphenidate HCl,Kremers Urban,41703149.61,7927002.3,251741,5.258013679,165.6589495,2016
Methylphenidate ER,Methylphenidate HCl,Mallinckrodt Ph,115930728.7,22009792.5,648224,5.292221639,178.8436231,2016
Methylphenidate ER,Methylphenidate HCl,Sandoz,4637324.09,1099352,33560,4.219130857,138.180098,2016
Methylphenidate HCl,Methylphenidate HCl,Actavis Pharma/,11890591.04,17103027.99,325292,0.681151209,36.55359197,2016
Methylphenidate HCl,Methylphenidate HCl,Breckenridge,5625543.11,7040846.15,21157,0.802168567,265.8951227,2016
Methylphenidate HCl,Methylphenidate HCl,Camber Pharmace,119630.11,166959,3037,0.70050605,39.39088245,2016
Methylphenidate HCl,Methylphenidate HCl,Caraco Pharmace,41243.57,59861,182,0.688988991,226.613022,2016
Methylphenidate HCl,Methylphenidate HCl,Caraco/Sun Phar,4355001.62,6657260,133648,0.641305011,32.58561011,2016
Methylphenidate HCl,Methylphenidate HCl,Corepharma LLC,9869815.09,13799047,260527,0.699564562,37.88403924,2016
Methylphenidate HCl,Methylphenidate HCl,Gavis/Lupin,2255115.73,1221541,19071,2.015660454,118.2484259,2016
Methylphenidate HCl,Methylphenidate HCl,Mallinckrodt Ph,18240901.01,21914828.91,349385,0.783831577,52.20859799,2016
Methylphenidate HCl,Methylphenidate HCl,Qualitest/Par P,2548675.93,3575043.5,68457,0.696445325,37.23031874,2016
Methylphenidate HCl,Methylphenidate HCl,Sandoz,9410279.46,13978391,278551,0.658797216,33.78296779,2016
Methylphenidate HCl,Methylphenidate HCl,Upstate Pharma,957043.74,1365837,27135,0.685293186,35.26971587,2016
Methylphenidate HCl CD,Methylphenidate HCl,Kremers Urban,24782210.67,4364045,137549,5.689086762,180.1700534,2016
Methylphenidate HCl CD,Methylphenidate HCl,Teva USA,21188377.32,4805760,156661,4.416926688,135.2498536,2016
Methylphenidate HCl ER,Methylphenidate HCl,Corepharma/Impa,310786.7,75687,2486,4.111005034,125.0147627,2016
Methylphenidate La,Methylphenidate HCl,Actavis Pharma,3871889.65,905493,28389,4.277116832,136.3869685,2016
Methylphenidate La,Methylphenidate HCl,Actavis/Mayne P,5317112.06,1225254,37435,4.339651972,142.0358504,2016
Methylprednisolone,Methylprednisolone,Actavis Pharma/,300555.79,323402,15211,0.929768986,19.75910788,2016
Methylprednisolone,Methylprednisolone,Ahp,5104.75,332,77,15.37575301,66.29545455,2016
Methylprednisolone,Methylprednisolone,Bluepoint Labor,978040.64,1104073,52344,0.885847802,18.68486627,2016
Methylprednisolone,Methylprednisolone,Breckenridge,92448.25,97427,4630,0.948897636,19.96722462,2016
Methylprednisolone,Methylprednisolone,Greenstone LLC.,2453897.57,2722927.5,127108,0.918313977,19.30561074,2016
Methylprednisolone,Methylprednisolone,Jubilant Cadist,12394846.96,14179055.25,661894,0.87563621,18.72633225,2016
Methylprednisolone,Methylprednisolone,Qualitest/Par P,7983926.67,9891475.29,457559,0.806378701,17.44895559,2016
Methylprednisolone,Methylprednisolone,Sandoz,6527447.58,7938794.51,368151,0.820402639,17.73035407,2016
Methylprednisolone Acetate,Methylprednisolone Acetate,Sandoz,42475.24,11415.06,4119,4.223377027,10.31202719,2016
Methylprednisolone Acetate,Methylprednisolone Acetate,Teva Parenteral,2333877.81,114858.954,75942,20.83264311,30.73237221,2016
Methylprednisolone Sodium Succ*,Methylprednisolone Sod Succ,App/Fresenius K*,1360807.44,44799.12,23273,28.9883817,58.47150947,2016
Methyltestosterone,Methyltestosterone,Global Pharm,343864.16,5523,122,62.26039471,2818.558689,2016
Metoclopramide HCl*,Metoclopramide HCl,Actavis/Impax G,431804.85,4816938,83110,0.090563342,5.195582361,2016
Metoclopramide HCl*,Metoclopramide HCl,Ahp,7614.51,12106,778,0.628986453,9.787287918,2016
Metoclopramide HCl*,Metoclopramide HCl,Ani Pharmaceuti,104926.74,4852282.176,13436,0.021624204,7.809373325,2016
Metoclopramide HCl*,Metoclopramide HCl,Heritage Pharma,113901.25,10982.202,3627,10.37144008,31.4037083,2016
Metoclopramide HCl*,Metoclopramide HCl,Hospira/Pfizer,3540312.21,346215.191,118063,10.22575641,29.98663603,2016
Metoclopramide HCl*,Metoclopramide HCl,Impax Generics,16958.61,185718,3594,0.091620823,4.718589316,2016
Metoclopramide HCl*,Metoclopramide HCl,Mckesson Packag,30607.04,19964,666,1.533111601,45.95651652,2016
Metoclopramide HCl*,Metoclopramide HCl,Mylan Instituti,7997.47,33482.011,1544,0.277179049,5.179708549,2016
Metoclopramide HCl*,Metoclopramide HCl,Northstar Rx Ll,18054.54,186981,3121,0.096611269,5.784857418,2016
Metoclopramide HCl*,Metoclopramide HCl,Par Pharm.,483188.06,4561996,88045,0.105915932,5.487967062,2016
Metoclopramide HCl*,Metoclopramide HCl,Pharmaceutical,517939.47,18167493.8,54174,0.028509132,9.560665079,2016
Metoclopramide HCl*,Metoclopramide HCl,Teva Parenteral,2632325.52,140593.772,49446,18.72291697,53.23636937,2016
Metoclopramide HCl*,Metoclopramide HCl,Teva USA,2710540.64,29186990.25,480463,0.093125273,5.641517953,2016
Metoclopramide HCl*,Metoclopramide HCl,Teva/Novaplus,171656.23,22111.2,8713,7.763315876,19.70116263,2016
Metolazone,Metolazone,Mylan,3721879.83,2649832.553,91909,1.408316652,40.49527065,2016
Metolazone,Metolazone,Mylan Instituti,24325.39,16466.5,772,1.475540744,31.50957254,2016
Metolazone,Metolazone,Sandoz,76518.39,55427.063,2080,1.375105128,36.7876875,2016
Metolazone,Metolazone,UCB Pharma,756140.6,652173.17,23913,1.154779718,31.62048258,2016
Metoprolol Succinate,Metoprolol Succinate,Actavis Pharma/,25154626.57,48747047.5,1335330,0.513681298,18.83776038,2016
Metoprolol Succinate,Metoprolol Succinate,Ahp,45687.67,14917,1110,3.087758471,41.16006306,2016
Metoprolol Succinate,Metoprolol Succinate,Bluepoint Labor,2967150.47,5431041.5,156568,0.545583474,18.95119354,2016
Metoprolol Succinate,Metoprolol Succinate,Dr.Reddy'S Lab,14695265.65,27549449.75,793590,0.531950152,18.51745316,2016
Metoprolol Succinate,Metoprolol Succinate,Legacy Pharmace,575106.75,1173521.7,34311,0.488482558,16.76158521,2016
Metoprolol Succinate,Metoprolol Succinate,Major Pharmaceu,16573.25,17410,1022,0.997937642,16.21648728,2016
Metoprolol Succinate,Metoprolol Succinate,Mckesson Packag,1060.7,1304,96,0.813420245,11.04895833,2016
Metoprolol Succinate,Metoprolol Succinate,Mylan,1134240.28,2163523.9,66968,0.522968614,16.93704874,2016
Metoprolol Succinate,Metoprolol Succinate,Mylan Instituti,36429.05,8636,470,4.17536797,77.50861702,2016
Metoprolol Succinate,Metoprolol Succinate,Par Pharm.,16481041.41,29513374.6,829507,0.557028401,19.8684778,2016
Metoprolol Tartrate*,Metoprolol Tartrate,Actavis Pharma/,176483.57,2297489.25,40762,0.076745384,4.329610176,2016
Metoprolol Tartrate*,Metoprolol Tartrate,Ahp,28987.74,66234.253,2874,0.417769434,10.08620042,2016
Metoprolol Tartrate*,Metoprolol Tartrate,Alembic Pharmac,23559.82,509999,8691,0.046022635,2.710829594,2016
Metoprolol Tartrate*,Metoprolol Tartrate,App/Fresenius K,1106.98,460.505,184,2.403839263,6.016195652,2016
Metoprolol Tartrate*,Metoprolol Tartrate,Aurobindo Pharm,1541901.99,25899089.29,434277,0.060024254,3.550503458,2016
Metoprolol Tartrate*,Metoprolol Tartrate,Caraco/Sun Phar,2787539.6,43469924.49,739117,0.063865356,3.771445658,2016
Metoprolol Tartrate*,Metoprolol Tartrate,Citron Pharma L,998717.99,13830407.33,242515,0.072181658,4.118169969,2016
Metoprolol Tartrate*,Metoprolol Tartrate,Hospira/Pfizer,70646.29,7344.07,1517,9.499397585,46.56973632,2016
Metoprolol Tartrate*,Metoprolol Tartrate,Ingenus Pharmac,31129.81,522788,9708,0.05948677,3.206614133,2016
Metoprolol Tartrate*,Metoprolol Tartrate,Legacy Pharmace,799384.09,15561483,242717,0.051320257,3.29348208,2016
Metoprolol Tartrate*,Metoprolol Tartrate,Major Pharmaceu,519575.43,6484454.5,119073,0.079595352,4.363503313,2016
Metoprolol Tartrate*,Metoprolol Tartrate,Mylan,9922058.9,132753968.2,2212409,0.074779736,4.484730852,2016
Metoprolol Tartrate*,Metoprolol Tartrate,Mylan Instituti,106048.58,77551.509,4084,1.48935486,25.96684133,2016
Metoprolol Tartrate*,Metoprolol Tartrate,Ranbaxy/Sun Pha,43846.75,819787.774,12356,0.058538044,3.548620104,2016
Metoprolol Tartrate*,Metoprolol Tartrate,Sagent Pharmace,18276.15,553.1,109,33.04312059,167.6711009,2016
Metoprolol Tartrate*,Metoprolol Tartrate,Teva USA,146310.86,2255747.834,39789,0.064708248,3.677168564,2016
Metoprolol Tartrate*,Metoprolol Tartrate,Vensun Pharmace,216559.17,3434365.5,57559,0.062980659,3.7623859,2016
Metoprolol Tartrate*,Metoprolol Tartrate,"West-Ward, Inc.",37531.3,2700.001,781,13.90047633,48.05544174,2016
Metoprolol-Hydrochlorothiazide,Metoprolol/Hydrochlorothiazide,Alembic Pharmac,8332.43,10302,269,0.808816735,30.97557621,2016
Metoprolol-Hydrochlorothiazide,Metoprolol/Hydrochlorothiazide,Mylan,347484.5,325579,9296,1.073756859,37.38000215,2016
Metoprolol-Hydrochlorothiazide,Metoprolol/Hydrochlorothiazide,Northstar Rx Ll,147120.13,144215,4028,1.020541305,36.52436197,2016
Metoprolol-Hydrochlorothiazide,Metoprolol/Hydrochlorothiazide,Trigen Laborato,95146.59,95466,2628,1.000847395,36.20494292,2016
Metro IV,Metronidazole/Sodium Chloride,B.Braun,72572.17,337638.01,1095,0.214940759,66.27595434,2016
Metrocream,Metronidazole,Galderma Labora,90680.47,7568,176,11.9820917,515.2299432,2016
Metrogel,Metronidazole,Galderma Labora,486437.35,82870,1388,5.874423903,350.4591859,2016
Metrogel-Vaginal,Metronidazole,Valeant,819398.09,260757.601,4409,3.142374707,185.8466977,2016
Metrolotion,Metronidazole,Galderma Labora,59023.28,4898,83,12.05048591,711.1238554,2016
Metronidazole,Metronidazole/Sodium Chloride,Baxter Healthca,181544.29,1140941.401,3788,0.159117979,47.92615892,2016
Metronidazole,Metronidazole/Sodium Chloride,Baxter/Premierp,105391.27,439859.2,1207,0.239602286,87.31671085,2016
Metronidazole,Metronidazole/Sodium Chloride,Hospira/Pfizer,213351.96,1837423.59,4174,0.116114739,51.11450886,2016
Metronidazole*,Metronidazole,Actavis Pharma,7498.22,12411.446,889,0.604137503,8.434443195,2016
Metronidazole*,Metronidazole,Actavis Pharma/,7850539.57,15318399.33,857262,0.518623204,9.157689913,2016
Metronidazole*,Metronidazole,Ahp,11460.92,13135.094,1717,0.941668263,6.674967967,2016
Metronidazole*,Metronidazole,Aurobindo Pharm,808805.21,1664298.535,97417,0.500162022,8.302505826,2016
Metronidazole*,Metronidazole,Bluepoint Labor,265967.48,504963.535,25712,0.548570589,10.34409925,2016
Metronidazole*,Metronidazole,Fougera/Sandoz,3211486.03,1371883.31,27845,2.310099459,115.3343879,2016
Metronidazole*,Metronidazole,G & W Labs.,3259137.13,1541040.214,33838,2.114918783,96.31589131,2016
Metronidazole*,Metronidazole,Global Pharm,778031.68,362965.092,7957,2.143544096,97.77952495,2016
Metronidazole*,Metronidazole,Harris Pharm,106476.05,51288,1047,2.076042154,101.6963228,2016
Metronidazole*,Metronidazole,Heritage Pharma,1600794.38,3266325.93,154954,0.488149872,10.33077158,2016
Metronidazole*,Metronidazole,Major Pharmaceu,8203.14,8414.02,722,0.974937069,11.36168975,2016
Metronidazole*,Metronidazole,Mylan Instituti,34320.84,32395.215,2269,1.820604945,15.1259762,2016
Metronidazole*,Metronidazole,Nivagen Pharmac,592.47,2207,137,0.268450385,4.32459854,2016
Metronidazole*,Metronidazole,Oceanside Pharm,24351141.18,17843436.11,252693,1.364711429,96.36650473,2016
Metronidazole*,Metronidazole,Prasco Labs*,3051887.53,1613048.04,32958,1.946493571,92.59929395,2016
Metronidazole*,Metronidazole,Rising Pharm,53374.77,89258.084,4853,0.610393236,10.99830414,2016
Metronidazole*,Metronidazole,Sandoz*,27237519.89,17897186.6,256005,1.536556219,106.3944841,2016
Metronidazole*,Metronidazole,Taro Pharm USA,3581981.54,1206581.36,22843,2.900648257,156.8087178,2016
Metronidazole*,Metronidazole,Teva USA,9688790.5,28037098.69,1089552,0.3478678,8.892453504,2016
Metronidazole*,Metronidazole,Unichem Pharmac,1415967.64,3391937.504,146662,0.416847666,9.654632011,2016
Mexiletine HCl,Mexiletine HCl,Teva USA,852880.86,1238750.634,10582,0.750758048,80.59732187,2016
Micardis,Telmisartan,Boehringer Ing.,1554930.53,272371,8453,5.708745074,183.9501396,2016
Micardis HCT,Telmisartan/Hydrochlorothiazid,Boehringer Ing.,815210.94,138824,4370,5.872198569,186.5471259,2016
Miconazole 3,Miconazole Nitrate,Actavis Pharma/,333014.7,23075.193,7386,14.43171895,45.08728676,2016
Micrhogam Ultra-Filtered Plus,Rho(D) Immune Globulin,Kedrion Biophar,87234.02,991.546,942,87.97778419,92.60511677,2016
Microgestin,Norethindrone Ac-Eth Estradiol,Actavis/Mayne P,3229701.31,3818642.053,146569,0.845628367,22.0353643,2016
Microgestin,Norethindrone Ac-Eth Estradiol,Mayne Pharma In,373922.07,421907.931,15981,0.887296577,23.3979144,2016
Microgestin 24 Fe,Norethindrone-E.Estradiol-Iron,Actavis Pharma/,116590.6,53535.662,1608,2.177811867,72.50659204,2016
Microgestin Fe,Norethindrone-E.Estradiol-Iron,Actavis/Mayne P,12595719.86,15397595.21,430089,0.821155272,29.28631018,2016
Microgestin Fe,Norethindrone-E.Estradiol-Iron,Mayne Pharma In,586544.46,890482.128,27215,0.658420671,21.55224913,2016
Midazolam HCl,Midazolam HCl/PF,Bedford Labs,3807.12,187.005,81,20.35838614,47.00148148,2016
Midazolam HCl,Midazolam HCl/PF,Fresenius Kabi,46827.66,5741.2,1639,12.23544026,28.57087248,2016
Midazolam HCl,Midazolam HCl/PF,Hospira-Novaplu,2754122.88,179697.934,51537,18.23524763,53.43972059,2016
Midazolam HCl,Midazolam HCl/PF,Hospira/Pfizer,11026928.97,606380.759,183970,21.26398943,59.93873441,2016
Midazolam HCl,Midazolam HCl/PF,Sagent Pharmace,1098566.64,12223.053,4885,101.7161288,224.8856991,2016
Midazolam HCl*,Midazolam HCl,Akorn Inc.,58276.92,14932.8,2835,6.508169632,20.5562328,2016
Midazolam HCl*,Midazolam HCl,App/Fresenius K,3240380.76,99847.601,40396,33.16508509,80.21538667,2016
Midazolam HCl*,Midazolam HCl,Caraco/Sun Phar,59790.69,2593,1138,23.05849981,52.54014939,2016
Midazolam HCl*,Midazolam HCl,Fresenius Kabi,1250730.76,76376.772,7196,16.37580022,173.8091662,2016
Midazolam HCl*,Midazolam HCl,Hospira-Novaplu,4353.68,690,150,6.309681159,29.02453333,2016
Midazolam HCl*,Midazolam HCl,Hospira/Pfizer,911383.91,17939.1,5731,46.00070325,159.0270302,2016
Midazolam HCl*,Midazolam HCl,Medicines Comp.,102.82,620,308,0.16583871,0.333831169,2016
Midazolam HCl*,Midazolam HCl,Perrigo Co.,60407.87,55614.84,1898,1.086182573,31.82711802,2016
Midazolam HCl*,Midazolam HCl,Precision Dose,162352.54,9476.228,2130,17.10431234,76.22184977,2016
Midazolam HCl*,Midazolam HCl,Roxane/West-War,219391.01,69155.699,3718,3.172421264,59.00780258,2016
Midazolam HCl*,Midazolam HCl,"West-Ward, Inc.",7183739.19,354531.674,97590,24.55811059,73.6114273,2016
Midodrine HCl,Midodrine HCl,Ahp,3023.87,2847,144,1.062125044,20.99909722,2016
Midodrine HCl,Midodrine HCl,Apotex Corp,1332627.91,1670783.902,20527,0.814644182,64.92073416,2016
Midodrine HCl,Midodrine HCl,Global Pharm,538599.42,572584,7874,0.951626835,68.40226315,2016
Midodrine HCl,Midodrine HCl,Mylan,2068590.81,2448168.5,31088,0.857579975,66.5398485,2016
Midodrine HCl,Midodrine HCl,Mylan Instituti,12017.42,7364,200,1.63191472,60.0871,2016
Midodrine HCl,Midodrine HCl,Sandoz,925573.54,1108642,13438,0.837400929,68.87732847,2016
Midodrine HCl,Midodrine HCl,Upsher-Smith La,1416878.51,1353738.5,18217,1.062463916,77.77781797,2016
Mifeprex,Mifepristone,Danco Labs.LLC,2998147.61,24795.57,24030,120.9146477,124.7668585,2016
Miglitol,Miglitol,Sun Pharmaceuti,47810.58,27838,328,1.724980154,145.7639634,2016
Migranal,Dihydroergotamine Mesylate,Valeant,3349439.71,9391,1174,356.664861,2853.015085,2016
Millipred,Prednisolone,Zylera,275333.76,32879.5,665,8.374025153,414.0357293,2016
Millipred,Prednisolone Sod Phosphate,Zylera,619451.19,168609.1,3978,3.673889428,155.7192534,2016
Milrinone In 5% Dextrose,Milrinone Lactate/D5W,Baxter Healthca,589416.96,1286007.942,1007,0.507552853,585.319722,2016
Milrinone In 5% Dextrose,Milrinone Lactate/D5W,Hospira/Pfizer,676264.99,1516562.6,1305,0.466085741,518.2107203,2016
Milrinone In 5% Dextrose,Milrinone Lactate/D5W,"West-Ward, Inc.",336378.1,548960.22,458,0.771168367,734.45,2016
Milrinone Lactate,Milrinone Lactate,App/Fresenius K,3342722.77,1230650.74,4205,2.716223752,794.9400167,2016
Milrinone Lactate,Milrinone Lactate,Hospira/Pfizer,1561110.3,1249306.8,3557,1.249581208,438.8839753,2016
Milrinone Lactate,Milrinone Lactate,"West-Ward, Inc.",3453400.42,1847030.64,5115,1.869703916,675.1515973,2016
Mimvey,Estradiol/Norethindrone Acet,Teva USA,369739.55,112857,3692,3.276177375,100.1461403,2016
Mimvey Lo,Estradiol/Norethindrone Acet,Teva USA,191934.64,56286,1889,3.409988985,101.6064796,2016
Minastrin 24 Fe,Norethindrone-E.Estradiol-Iron,Actavis/Allerga,13047642.73,2559344.282,80889,5.098041253,161.3030539,2016
Minivelle,Estradiol,Noven Therapeut,1226411.39,83553,9788,14.68063787,125.2974448,2016
Minocycline HCl,Minocycline HCl,Actavis Pharma/,3568858.59,8016565.4,182270,0.449700602,19.58006578,2016
Minocycline HCl,Minocycline HCl,Ahp,35681.68,63281,1461,0.563860875,24.42277892,2016
Minocycline HCl,Minocycline HCl,Aurobindo Pharm,3904800.42,8701076.694,190855,0.456645952,20.45951335,2016
Minocycline HCl,Minocycline HCl,Dr.Reddy'S Lab,714407.13,231286,5492,3.120494897,130.0814148,2016
Minocycline HCl,Minocycline HCl,Global Pharm,4418.8,8729,227,0.506220644,19.4660793,2016
Minocycline HCl,Minocycline HCl,Par Pharm.,2420079.36,861920,20125,2.824088995,120.2523906,2016
Minocycline HCl,Minocycline HCl,Ranbaxy Pharma,2805042.26,3978582.693,85734,0.712516105,32.7179679,2016
Minocycline HCl,Minocycline HCl,Teva USA,808929.76,1814124.5,41393,0.447846572,19.5426705,2016
Minocycline HCl,Minocycline HCl,Torrent Pharmac,1310427.62,2211965,48489,0.596486114,27.02525563,2016
Minocycline HCl ER,Minocycline HCl,Sandoz,400201.09,29157,949,13.71503193,421.7082086,2016
Minoxidil,Minoxidil,Actavis Pharma/,438291.24,1662365,25257,0.277386174,17.35325811,2016
Minoxidil,Minoxidil,Mutual Pharm Co,294482.01,1188652.2,18413,0.262349114,15.99315755,2016
Minoxidil,Minoxidil,Par Pharm.,102005.02,380734,6319,0.279066276,16.14258902,2016
Miochol-E,Acetylcholine Chloride,Valeant,10584.83,223,193,47.46560538,54.84367876,2016
Miostat,Carbachol,Alcon Surgical,7360.27,230.5,166,31.93175705,44.3389759,2016
Mirapex,Pramipexole Di-HCl,Boehringer Ing.,123521.94,24780,342,4.984651803,361.1752632,2016
