Medicare Billing Code (HCPCS Code),Drug Description,Brand Name,Generic Name,Total Spending,Total Dosage Units,Total Claims,Total Beneficiaries,Average Spending Per Dosage Unit,Average Spending Per Claim,Average Spending Per Beneficiary,Year
J0735,"Injection, clonidine hydrochloride, 1 mg",Clonidine HCL*,Clonidine HCL/PF*,285423.87,22349.7,7068,3940,12.77081437,40.38255093,72.4426066,2017
J0740,"Injection, cidofovir, 375 mg",Cidofovir,Cidofovir,899684.38,2055,1588,333,437.802618,566.5518766,2701.754895,2017
J0743,"Injection, cilastatin sodium; imipenem, per 250 mg",Imipenem-Cilastatin Sodium*,Imipenem/Cilastatin Sodium*,72589.05,13217,1364,125,5.492097299,53.21777859,580.7124,2017
J0744,"Injection, ciprofloxacin for intravenous infusion, 200 mg",Cipro I.V.*,Ciprofloxacin In 5 % Dextrose*,9503.07,6046,2849,671,1.571794575,3.335580906,14.16254844,2017
J0770,"Injection, colistimethate sodium, up to 150 mg",Colistimethate*,Colistin (Colistimethate Na)*,7199.57,231,90,15,31.1669697,79.99522222,479.9713333,2017
J0775,"Injection, collagenase, clostridium histolyticum, 0.01 mg",Xiaflex,Collagenase Clostridium Hist.,41814444.04,1038742,10950,7118,40.25488913,3818.670689,5874.465305,2017
J0780,"Injection, prochlorperazine, up to 10 mg",Prochlorperazine Edisylate,Prochlorperazine Edisylate,49179.89,4427.5,4309,1987,11.10782383,11.41329543,24.75082537,2017
J0795,"Injection, corticorelin ovine triflutate, 1 microgram",Acthrel,Corticorelin Ovine Triflutate,31858.86,3932,55,50,8.102456765,579.252,637.1772,2017
J0800,"Injection, corticotropin, up to 40 units",H.P. Acthar,Corticotropin,18126.76,62,60,22,292.3670968,302.1126667,823.9436364,2017
J0834,"Injection, cosyntropin (cortrosyn), 0.25 mg",Cortrosyn*,Cosyntropin*,165213.36,4022.7,3986,3722,41.07026624,41.44840943,44.38832886,2017
J0840,"Injection, crotalidae polyvalent immune fab (ovine), up to 1 gram",Crofab,"Antivenin,crotalidae Fab(Ovin)",1269858.5,459,83,79,2766.576253,15299.5,16074.15823,2017
J0850,"Injection, cytomegalovirus immune globulin intravenous (human), per vial",Cytogam,Cytomegalovirus Immune Globuln,3611960.72,3394,812,210,1064.219423,4448.227488,17199.81295,2017
J0875,"Injection, dalbavancin, 5 mg",Dalvance,Dalbavancin HCL,18537824.21,1287400,5364,3636,14.39942847,3455.970211,5098.411499,2017
J0878,"Injection, daptomycin, 1 mg",Cubicin*,Daptomycin*,98976636.39,142088941.4,129940,14195,0.696582263,761.7103001,6972.640817,2017
J0881,"Injection, darbepoetin alfa, 1 microgram",Aranesp (J0881),Darbepoetin Alfa In Polysorbat,268182113.5,70170462,300062,52081,3.821866151,893.7556689,5149.32727,2017
J0882,"Injection, darbepoetin alfa, 1 microgram (for esrd on dialysis)",Aranesp (J0882),Darbepoetin Alfa In Polysorbat,498919.02,131038,1136,682,3.80743769,439.1892782,731.5528153,2017
J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",Epogen (J0885)*,Epoetin Alfa*,288292585.9,22398669.9,595682,74090,12.870969,483.9706184,3891.11332,2017
J0894,"Injection, decitabine, 1 mg",Dacogen*,Decitabine*,82220663.47,4481917,74049,4734,18.34497682,1110.354812,17368.11649,2017
J0895,"Injection, deferoxamine mesylate, 500 mg",Deferoxamine Mesylate*,Deferoxamine Mesylate*,985670.97,118909.2,8289,424,8.289274253,118.9131343,2324.695684,2017
J0897,"Injection, denosumab, 1 mg",Prolia*,Denosumab*,1238722483,74787572.9,952934,470360,16.56321278,1299.903753,2633.562555,2017
J1000,"Injection, depo-estradiol cypionate, up to 5 mg",Depo-Estradiol,Estradiol Cypionate,276735.86,16749,16673,3307,16.5225303,16.59784442,83.68184457,2017
J1020,"Injection, methylprednisolone acetate, 20 mg",Depo-Medrol (J1020)*,MethylprednIsolone Acetate*,1537166.41,305878.8,193233,131016,5.025410097,7.954989106,11.73266174,2017
J1030,"Injection, methylprednisolone acetate, 40 mg",Depo-Medrol (J1030)*,MethylprednIsolone Acetate*,16228687.49,2844383.5,1969507,1260394,5.705520191,8.239974517,12.87588444,2017
J1040,"Injection, methylprednisolone acetate, 80 mg",Depo-Medrol (J1040)*,MethylprednIsolone Acetate*,18823032.11,1731294.2,1476288,941328,10.87223195,12.75024393,19.99625222,2017
J1050,"Injection, medroxyprogesterone acetate, 1 mg",Depo-Provera,Medroxyprogesterone Acetate,909801.76,2051793.5,15502,7546,0.4434178,58.68931493,120.5674212,2017
J1071,"Injection, testosterone cypionate, 1 mg",Depo-Testosterone*,Testosterone Cypionate*,2406845.4,104399701.6,572321,63888,0.023054141,4.205411648,37.67288693,2017
J1100,"Injection, dexamethasone sodium phosphate, 1 mg",Dexamethasone Sodium Phosphate*,Dexamethasone Sod Phosphate*,2261761.97,19676234.3,2536695,1147214,0.114948925,0.891617625,1.971525775,2017
J1110,"Injection, dihydroergotamine mesylate, per 1 mg",D.H.E.45*,Dihydroergotamine Mesylate*,122336.18,1989.9,1463,850,61.47855671,83.62008202,143.9249177,2017
J1160,"Injection, digoxin, up to 0.5 mg",Digoxin*,Digoxin*,571,85,81,69,6.717647059,7.049382716,8.275362319,2017
J1162,"Injection, digoxin immune fab (ovine), per vial",Digifab,Digoxin Immune Fab,882919.88,301,91,90,2933.288638,9702.416264,9810.220889,2017
J1170,"Injection, hydromorphone, up to 4 mg",Dilaudid*,Hydromorphone HCL*,2716876.86,1359685.9,23218,6875,1.998165062,117.015973,395.1820887,2017
J1190,"Injection, dexrazoxane hydrochloride, per 250 mg",Dexrazoxane*,Dexrazoxane HCL*,1117546.74,5881,1229,445,190.0266519,909.3138649,2511.340989,2017
J1200,"Injection, diphenhydramine hcl, up to 50 mg",Diphenhydramine HCL (J1200),Diphenhydramine HCL,441883.55,660100.5,642557,133540,0.669418596,0.687695489,3.308997679,2017
J1205,"Injection, chlorothiazide sodium, per 500 mg",Chlorothiazide Sodium*,Chlorothiazide Sodium*,151129.59,2275,1371,629,66.43058901,110.2331072,240.2696184,2017
J1212,"Injection, dmso, dimethyl sulfoxide, 50%, 50 ml",Rimso-50,Dimethyl Sulfoxide,3666572.01,9858,9829,1670,371.938731,373.0361186,2195.552102,2017
J1230,"Injection, methadone hcl, up to 10 mg",Methadone HCL,Methadone HCL,3783.86,202,201,66,18.7319802,18.82517413,57.33121212,2017
J1240,"Injection, dimenhydrinate, up to 50 mg",Dimenhydrinate,Dimenhydrinate,3030.16,768.5,616,294,3.942953806,4.919090909,10.30666667,2017
J1245,"Injection, dipyridamole, per 10 mg",Dipyridamole,Dipyridamole,242114.88,311214.2,68841,68004,0.777968615,3.517015732,3.560303512,2017
J1250,"Injection, dobutamine hydrochloride, per 250 mg",Dobutamine HCL*,Dobutamine HCL*,1040169.31,190214,24937,13526,5.468416152,41.71188635,76.90147198,2017
J1265,"Injection, dopamine hcl, 40 mg",Dopamine HCL*,Dopamine HCL*,25068.15,45012,560,48,0.556921488,44.76455357,522.253125,2017
J1267,"Injection, doripenem, 10 mg",Doribax,Doripenem,33286.07,50960,165,22,0.653180338,201.7337576,1513.003182,2017
J1300,"Injection, eculizumab, 10 mg",Soliris,Eculizumab,311737717.8,1413310,11662,776,220.5727815,26731.06823,401723.8631,2017
J1325,"Injection, epoprostenol, 0.5 mg",Epoprostenol Sodium*,Epoprostenol Sodium (Glycine)*,21569947.17,1428116,7843,560,15.1037781,2750.216393,38517.7628,2017
J1335,"Injection, ertapenem sodium, 500 mg",Invanz,Ertapenem Sodium,7544829.33,151891,68134,7222,49.67265559,110.7351591,1044.700821,2017
J1364,"Injection, erythromycin lactobionate, per 500 mg",Erythrocin Lactobionate,Erythromycin Lactobionate,86241.39,2279,599,552,37.84176832,143.9756094,156.2344022,2017
J1380,"Injection, estradiol valerate, up to 10 mg",Delestrogen*,Estradiol Valerate*,98668.07,10120,6193,1219,9.749809289,15.9321928,80.94181296,2017
J1410,"Injection, estrogen conjugated, per 25 mg",Premarin,"Estrogens, Conjugated",90196.17,1036,975,291,87.06194015,92.50889231,309.9524742,2017
J1439,"Injection, ferric carboxymaltose, 1 mg",Injectafer,Ferric Carboxymaltose,114114930.8,109495328,135823,66415,1.042189954,840.1738354,1718.210206,2017
J1442,"Injection, filgrastim (g-csf), excludes biosimilars, 1 microgram",Neupogen,Filgrastim,59394174.86,60124953.9,121318,19868,0.987845662,489.5742994,2989.439041,2017
J1447,"Injection, tbo-filgrastim, 1 microgram",Granix,Tbo-Filgrastim,16079341.79,24854913,42472,8758,0.646928106,378.5868758,1835.960469,2017
J1450,"Injection fluconazole, 200 mg",Fluconazole In Dextrose*,"Fluconazole In Dextrose,Iso-Os*",21309.58,4785,2624,219,4.453412748,8.121028963,97.30401827,2017
J1453,"Injection, fosaprepitant, 1 mg",Emend,Fosaprepitant Dimeglumine,93740803.03,49314607,303257,75761,1.900872961,309.1134023,1237.322673,2017
J1459,"Injection, immune globulin (privigen), intravenous, non-lyophilized (e.g., liquid), 500 mg",Privigen,Immun Glob G(Igg)/Pro/Iga 0-50,275311462.9,7246869,80604,11566,37.9904015,3415.605465,23803.51573,2017
J1460,"Injection, gamma globulin, intramuscular, 1 cc",Gamastan S-D (J1460),Immune Globul G (Igg)/Glycine,167627.15,5247.5,1527,310,31.94419247,109.7754748,540.7327419,2017
J1556,"Injection, immune globulin (bivigam), 500 mg",Bivigam,Immun Glob G(Igg)/Gly/Iga Ov50,1718716.41,47742,551,164,36.00009237,3119.267532,10479.97811,2017
J1557,"Injection, immune globulin, (gammaplex), intravenous, non-lyophilized (e.g., liquid), 500 mg",Gammaplex,Immun Glob G/Sorb/Gly/Iga 0-50,37721936.75,917437,12643,2034,41.11665079,2983.622301,18545.69162,2017
J1559,"Injection, immune globulin (hizentra), 100 mg",Hizentra,Immun Glob G(Igg)/Pro/Iga 0-50,134536964.2,13579520,36079,3498,9.907343131,3728.95491,38461.1104,2017
J1560,"Injection, gamma globulin, intramuscular, over 10 cc",Gamastan S-D (J1560),Immune Globul G (Igg)/Glycine,27870.66,180,165,24,154.837,168.9130909,1161.2775,2017
J1561,"Injection, immune globulin, (gamunex-c/gammaked), non-lyophilized (e.g., liquid), 500 mg",Gammaked*,Immune Globul G/Gly/Iga Avg 46*,276214621.3,7619462,82151,11481,36.25119743,3362.279476,24058.4114,2017
J1566,"Injection, immune globulin, intravenous, lyophilized (e.g., powder), not otherwise specified, 500 mg",Carimune NF Nanofiltered*,Immun Globg(Igg)/Sucr/Iga Ov50*,62198264.25,1921562,23673,3158,32.3685961,2627.392568,19695.4605,2017
J1568,"Injection, immune globulin, (octagam), intravenous, non-lyophilized (e.g., liquid), 500 mg",Octagam,Immun Globg(Igg)/Malt/Iga Ov50,177995346,5097667,66764,10211,34.91702107,2666.037775,17431.7252,2017
J1569,"Injection, immune globulin, (gammagard liquid), non-lyophilized, (e.g., liquid), 500 mg",Gammagard Liquid,Immun Glob G(Igg)/Gly/Iga Ov50,353520323.8,8969637,107894,15426,39.41300231,3276.552207,22917.17385,2017
J1570,"Injection, ganciclovir sodium, 500 mg",Cytovene*,Ganciclovir Sodium*,859241.75,12948,1957,384,66.36096308,439.0606796,2237.608724,2017
J1571,"Injection, hepatitis b immune globulin (hepagam b), intramuscular, 0.5 ml",Hepagam B,Hepatitis B Immun Glob/Maltose,71743.42,1232,108,45,58.23329546,664.2909259,1594.298222,2017
J1572,"Injection, immune globulin, (flebogamma/flebogamma dif), intravenous, non-lyophilized (e.g., liquid), 500 mg",Flebogamma Dif,Imm Glob G (Igg)/Sorb/Iga 0-50,45928220.6,1540653,17062,2875,29.81087928,2691.842727,15975.03325,2017
J1575,"Injection, immune globulin/hyaluronidase, (hyqvia), 100 mg immuneglobulin",Hyqvia,"Igg/Hyaluronidase,recombinant",38369844.81,2969473,8153,909,12.92143246,4706.224066,42211.0504,2017
J1580,"Injection, garamycin, gentamicin, up to 80 mg",Gentamicin Sulfate*,Gentamicin Sulfate*,265060.4,173727.8,124069,79859,1.525722423,2.136395071,3.319104922,2017
J1602,"Injection, golimumab, 1 mg, for intravenous use",Simponi Aria,Golimumab,229811823.2,9462995.7,54225,12631,24.28531413,4238.115689,18194.26991,2017
J1610,"Injection, glucagon hydrochloride, per 1 mg",Glucagen*,"Glucagon,human Recombinant*",10579273.23,53418,47557,45176,198.0469735,222.4545962,234.1790603,2017
J1626,"Injection, granisetron hydrochloride, 100 mcg",Granisetron HCL (J1626)*,Granisetron HCL*,621126.82,1789337,178471,25263,0.347126796,3.480267494,24.58642362,2017
J1630,"Injection, haloperidol, up to 5 mg",Haldol*,Haloperidol Lactate*,1057.38,594,458,245,1.78010101,2.308689956,4.315836735,2017
J1631,"Injection, haloperidol decanoate, per 50 mg",Haldol Decanoate 100*,Haloperidol Decanoate*,386125.86,23061.5,9748,1622,16.74331071,39.6107776,238.0554007,2017
J1640,"Injection, hemin, 1 mg",Panhematin,Hemin,11294483.55,492875,1092,94,22.91551316,10342.93365,120154.0803,2017
J1642,"Injection, heparin sodium, (heparin lock flush), per 10 units",Heparin Flush*,"Heparin Sod,porcine/0.9 % NaCl*",318309.55,1806929.9,46039,8551,0.176160431,6.913911032,37.22483335,2017
J1644,"Injection, heparin sodium, per 1000 units",Heparin Sodium*,"Heparin Sodium,porcine*",225771.4,704016.5,51785,13100,0.320690495,4.359783721,17.23445802,2017
J1645,"Injection, dalteparin sodium, per 2500 iu",Fragmin,"Dalteparin Sodium,porcine",298464.46,19600,3922,288,15.22777857,76.10006629,1036.334931,2017
J1650,"Injection, enoxaparin sodium, 10 mg",Enoxaparin Sodium*,Enoxaparin Sodium*,230421.27,109375,8805,2732,2.106708754,26.16936627,84.34160688,2017
J1652,"Injection, fondaparinux sodium, 0.5 mg",Arixtra*,Fondaparinux Sodium*,107351.13,36127,2249,381,2.971493066,47.73282792,281.7614961,2017
J1670,"Injection, tetanus immune globulin, human, up to 250 units",Hypertet S-D,Tetanus Immune Globulin/PF,417254.29,2646,2639,2627,157.6924754,158.1107579,158.8329996,2017
J1720,"Injection, hydrocortisone sodium succinate, up to 100 mg",Solu-Cortef*,HydrocortIsone Sod Succinate*,511082.53,53770.5,48417,13482,9.504887066,10.55584877,37.90850987,2017
J1740,"Injection, ibandronate sodium, 1 mg",Boniva*,Ibandronate Sodium*,2705109.54,32959,11603,4678,82.07498832,233.1388038,578.2619795,2017
J1742,"Injection, ibutilide fumarate, 1 mg",Corvert*,Ibutilide Fumarate*,123531.37,813,608,588,151.9451046,203.1765954,210.087364,2017
J1743,"Injection, idursulfase, 1 mg",Elaprase,Idursulfase,1468255.65,2856,100, ,514.0951156,14682.5565, ,2017
J1745,"Injection, infliximab, excludes biosimilar, 10 mg",Remicade,Infliximab,1341011663,16046309.1,322216,56429,83.57134682,4161.8407,23764.58316,2017
J1750,"Injection, iron dextran, 50 mg",Infed,Iron Dextran Complex,10268635.27,820325,77683,28707,12.51776463,132.1863892,357.7049246,2017
J1756,"Injection, iron sucrose, 1 mg",Venofer,Iron Sucrose Complex,4171311.35,16687194,88769,17521,0.249970807,46.9906313,238.0749586,2017
J1786,"Injection, imiglucerase, 10 units",Cerezyme,Imiglucerase,42156240.2,1029110,2310,143,40.96378444,18249.45463,294798.8825,2017
J1800,"Injection, propranolol hcl, up to 1 mg",Propranolol HCL,Propranolol HCL,148.04,88,53,51,1.682272727,2.793207547,2.902745098,2017
J1815,"Injection, insulin, per 5 units",Humalog (J1815)*,Insulin Lispro*,2937.78,1268,75,65,2.316861199,39.1704,45.19661539,2017
J1817,"Insulin for administration through dme (i.e., insulin pump) per 50 units",Humalog (J1817)*,Insulin Lispro*,91956712.58,9726110,95923,21360,9.454623954,958.651341,4305.08954,2017
J1885,"Injection, ketorolac tromethamine, per 15 mg",Ketorolac Tromethamine,Ketorolac Tromethamine,1534832.29,2362238.6,821578,487695,0.649736352,1.868151642,3.147115082,2017
J1930,"Injection, lanreotide, 1 mg",Somatuline Depot,Lanreotide Acetate,152026956.5,2850541,23974,3255,53.33266789,6341.32629,46705.67019,2017
J1931,"Injection, laronidase, 0.1 mg",Aldurazyme,Laronidase,2879582.39,95771,230,12,30.06737311,12519.92344,239965.1992,2017
J1940,"Injection, furosemide, up to 20 mg",Furosemide,Furosemide,114554.23,97298,50825,26037,1.177354416,2.253895327,4.399670853,2017
J1950,"Injection, leuprolide acetate (for depot suspension), per 3.75 mg",Lupron Depot*,Leuprolide Acetate*,5148229.79,5560,2388,982,925.9406097,2155.875121,5242.596528,2017
J1953,"Injection, levetiracetam, 10 mg",Keppra*,Levetiracetam*,97729.31,84649,103,30,1.154524094,948.8282524,3257.643667,2017
J1956,"Injection, levofloxacin, 250 mg",Levofloxacin*,Levofloxacin*,27756.01,18008,7621,2680,1.541315526,3.642043039,10.35672015,2017
J1980,"Injection, hyoscyamine sulfate, up to 0.25 mg",Levsin,Hyoscyamine Sulfate,4577.83,173,113,109,26.46144509,40.51176991,41.99844037,2017
J2001,"Injection, lidocaine hcl for intravenous infusion, 10 mg",Lidocaine HCL In 5% Dextrose,Lidocaine HCL/Dextrose 5 %/PF,13948.12,286788.9,93898,50551,0.048635495,0.148545443,0.275921742,2017
J2010,"Injection, lincomycin hcl, up to 300 mg",Lincocin*,Lincomycin HCL*,1130600.51,96092.6,65658,44697,11.76573961,17.21953928,25.29477392,2017
J2020,"Injection, linezolid, 200 mg",Linezolid-0.9% NaCl*,Linezolid-0.9% Sodium Chloride*,44655.37,2361,679,49,18.91375265,65.76637703,911.3340816,2017
J2060,"Injection, lorazepam, 2 mg",Ativan*,Lorazepam*,34054.77,41063,38996,12140,0.82932981,0.873288799,2.805170511,2017
J2150,"Injection, mannitol, 25% in 50 ml",Mannitol,Mannitol,45852.67,24259,17226,4081,1.890130261,2.661829212,11.23564568,2017
J2175,"Injection, meperidine hydrochloride, per 100 mg",Demerol*,Meperidine HCL*,163067.4,34044.2,29789,13562,4.789873165,5.474081037,12.02384604,2017
J2185,"Injection, meropenem, 100 mg",Meropenem*,Meropenem*,240452.16,158042,8510,756,1.521444679,28.25524794,318.0584127,2017
J2248,"Injection, micafungin sodium, 1 mg",Mycamine,Micafungin Sodium,243255.65,251915,1763,164,0.965625906,137.9782473,1483.266159,2017
J2250,"Injection, midazolam hydrochloride, per 1 mg",Midazolam HCL*,Midazolam HCL*,66067.27,536419.6,205610,109863,0.123163415,0.321323233,0.601360513,2017
J2260,"Injection, milrinone lactate, 5 mg",Milrinone In 5% Dextrose*,Milrinone Lactate/D5W*,8789104.62,2995361,48985,3001,2.934238851,179.4244079,2928.725298,2017
J2270,"Injection, morphine sulfate, up to 10 mg",Morphine Sulfate*,Morphine Sulfate*,128981.03,98027.5,12700,6921,1.31576374,10.15598661,18.63618408,2017
J2274,"Injection, morphine sulfate, preservative-free for epidural or intrathecal use, 10 mg",Duramorph*,Morphine Sulfate/PF*,3434235.69,352098.7,6365,2108,9.7536165,539.5499906,1629.144066,2017
J2278,"Injection, ziconotide, 1 microgram",Prialt,Ziconotide Acetate,6181591.59,850115,2451,705,7.271476906,2522.069192,8768.215021,2017
J2300,"Injection, nalbuphine hydrochloride, per 10 mg",Nalbuphine HCL,Nalbuphine HCL,63486.26,25614,19320,5581,2.47857656,3.286038302,11.37542734,2017
J2310,"Injection, naloxone hydrochloride, per 1 mg",Naloxone HCL,Naloxone HCL,8114.7,355.3,282,258,22.83900929,28.77553192,31.45232558,2017
J2315,"Injection, naltrexone, depot form, 1 mg",Vivitrol,Naltrexone Microspheres,1473111.72,464080,1568,440,3.174262455,939.4845153,3347.981182,2017
J2323,"Injection, natalizumab, 1 mg",Tysabri,Natalizumab,300729995.7,16219825,53984,6656,18.54089028,5570.72458,45181.79022,2017
J2353,"Injection, octreotide, depot form for intramuscular injection, 1 mg",Sandostatin Lar*,"Octreotide Acetate,mi-Spheres*",421256403.6,2400761,82061,10037,175.4678636,5133.454425,41970.35007,2017
J2357,"Injection, omalizumab, 5 mg",Xolair,Omalizumab,379627463.5,11540967.9,171388,16051,32.89390169,2215.017758,23651.32786,2017
J2358,"Injection, olanzapine, long-acting, 1 mg",Zyprexa Relprevv,Olanzapine Pamoate,149673.9,54958,1113,921,2.723423342,134.4778976,162.5123779,2017
J2360,"Injection, orphenadrine citrate, up to 60 mg",Orphenadrine Citrate,Orphenadrine Citrate,108866.81,20446.5,15916,7928,5.32447167,6.840086077,13.7319387,2017
J2400,"Injection, chloroprocaine hydrochloride, per 30 ml",Nesacaine*,Chloroprocaine HCL*,7293.57,353,218,165,20.66167139,33.45674312,44.20345455,2017
J2405,"Injection, ondansetron hydrochloride, per 1 mg",Ondansetron HCL (J2405)*,Ondansetron HCL*,314416.06,3497499.5,327676,76959,0.089897385,0.959533381,4.085500851,2017
J2407,"Injection, oritavancin, 10 mg",Orbactiv,Oritavancin Diphosphate,7175861.09,306120,2561,1920,23.44133376,2801.976216,3737.427651,2017
J2425,"Injection, palifermin, 50 micrograms",Kepivance,Palifermin,542655.1,30070,174,107,18.04639508,3118.707471,5071.542991,2017
J2426,"Injection, paliperidone palmitate extended release, 1 mg",Invega Sustenna,Paliperidone Palmitate,17285434,1916099,11856,2404,9.021159136,1457.948212,7190.280366,2017
J2430,"Injection, pamidronate disodium, per 30 mg",Pamidronate DIsodium,Pamidronate DIsodium,193307.47,20275,8497,2174,9.534277189,22.75008474,88.91787949,2017
J2469,"Injection, palonosetron hcl, 25 mcg",Aloxi,Palonosetron HCL,166689590.2,7685684,716190,138942,21.6883221,232.7449282,1199.706281,2017
J2501,"Injection, paricalcitol, 1 mcg",Paricalcitol*,Paricalcitol*,1325,1194,198,47,1.109715243,6.691919192,28.19148936,2017
J2505,"Injection, pegfilgrastim, 6 mg",Neulasta,Pegfilgrastim,1400100685,337976,322379,91233,4142.603869,4343.02695,15346.42821,2017
J2507,"Injection, pegloticase, 1 mg",Krystexxa,Pegloticase,44967319.07,24463,2879,408,1838.176801,15619.07575,110214.0173,2017
J2510,"Injection, penicillin g procaine, aqueous, up to 600,000 units",Penicillin G Procaine,Penicillin G Procaine,6191.57,297,206,129,20.84703704,30.05616505,47.99666667,2017
J2540,"Injection, penicillin g potassium, up to 600,000 units",Penicillin G Potassium*,Penicillin G Potassium*,54468.01,52198,943,235,1.043488448,57.76034995,231.778766,2017
J2543,"Injection, piperacillin sodium/tazobactam sodium, 1 gram/0.125 grams (1.125 grams)",Piperacillin-Tazobactam*,Piperacillin Sodium/Tazobactam*,161107.22,39073.5,2808,705,4.123183744,57.3743661,228.5208794,2017
J2545,"Pentamidine isethionate, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per 300 mg",Nebupent,Pentamidine Isethionate,122957.09,1043,1040,267,117.8879099,118.2279712,460.5134457,2017
J2550,"Injection, promethazine hcl, up to 50 mg",Phenergan*,Promethazine HCL*,220758.63,96642.3,91404,49255,2.284285763,2.4151966,4.48195371,2017
J2562,"Injection, plerixafor, 1 mg",Mozobil,Plerixafor,21325156.73,69299,2740,1748,307.7267598,7782.903916,12199.74641,2017
J2597,"Injection, desmopressin acetate, per 1 mcg",Ddavp*,Desmopressin Acetate*,958270.79,78725,3190,2767,12.17238222,300.3983668,346.3212107,2017
J2675,"Injection, progesterone, per 50 mg",Progesterone*,Progesterone*,875.18,635,634,126,1.378236221,1.380410095,6.945873016,2017
J2680,"Injection, fluphenazine decanoate, up to 25 mg",Fluphenazine Decanoate,Fluphenazine Decanoate,122360.64,7820,4632,812,15.64714067,26.41637306,150.6904434,2017
J2690,"Injection, procainamide hcl, up to 1 gm",Procainamide HCL,Procainamide HCL,14173.39,575,494,228,24.64937391,28.69107287,62.16399123,2017
J2700,"Injection, oxacillin sodium, up to 250 mg",Oxacillin*,Oxacillin In Dextrose(Iso-Osm)*,25308.44,18826,151,20,1.344334431,167.6055629,1265.422,2017
J2704,"Injection, propofol, 10 mg",Diprivan*,Propofol*,89020.16,733151.4,57432,33376,0.121421251,1.550009751,2.667190796,2017
J2720,"Injection, protamine sulfate, per 10 mg",Protamine Sulfate,Protamine Sulfate,1650.87,1629,702,509,1.013425414,2.351666667,3.243359529,2017
J2724,"Injection, protein c concentrate, intravenous, human, 10 iu",Ceprotin,"Protein C, Human",329557.25,31780,580,135,10.36995752,568.2021552,2441.164815,2017
J2765,"Injection, metoclopramide hcl, up to 10 mg",Metoclopramide HCL,Metoclopramide HCL,14173.65,13394,10616,3861,1.0582089,1.335121515,3.670979021,2017
J2770,"Injection, quinupristin/dalfopristin, 500 mg (150/350)",Synercid,Quinupristin/Dalfopristin,127193.33,628,292,255,202.5371497,435.5935959,498.7973726,2017
J2778,"Injection, ranibizumab, 0.1 mg",Lucentis,Ranibizumab,1037747584,2787520.4,524318,105197,372.2834042,1979.233182,9864.802073,2017
J2780,"Injection, ranitidine hydrochloride, 25 mg",Ranitidine HCL*,Ranitidine HCL*,251937.18,75764,32516,6047,3.325288792,7.748098782,41.66316851,2017
J2783,"Injection, rasburicase, 0.5 mg",Elitek,Rasburicase,9867790.07,39065,1940,1292,252.5992594,5086.489727,7637.608413,2017
J2785,"Injection, regadenoson, 0.1 mg",Lexiscan,Regadenoson,126791153.2,2334705.3,595685,589242,54.30713385,212.8493301,215.1767071,2017
J2790,"Injection, rho d immune globulin, human, full dose, 300 micrograms (1500 i.u.)",Hyperrho S-D*,Rho(D) Immune Globulin*,31091.25,399,399,379,77.92293233,77.92293233,82.03496042,2017
J2791,"Injection, rho(d) immune globulin (human), (rhophylac), intramuscular or intravenous, 100 iu",Rhophylac,Rho(D) Immune Globulin,3326.52,705,57,52,4.718468085,58.36,63.97153846,2017
J2792,"Injection, rho d immune globulin, intravenous, human, solvent detergent, 100 iu",Winrho SDf,Rho(D) Immune Globulin/Maltose,1129925.42,49755,289,83,22.70978635,3909.77654,13613.55928,2017
J2794,"Injection, risperidone, long acting, 0.5 mg",Risperdal Consta,Risperidone Microspheres,5911615.16,741052.2,9135,1196,7.97732624,647.1390432,4942.82204,2017
J2795,"Injection, ropivacaine hydrochloride, 1 mg",Naropin*,Ropivacaine HCL/PF*,16617.96,227366.7,11565,7104,0.073088803,1.436918288,2.339239865,2017
J2796,"Injection, romiplostim, 10 micrograms",NPlate,Romiplostim,209220871.5,3249345.3,72153,4100,64.3886236,2899.683609,51029.48085,2017
J2800,"Injection, methocarbamol, up to 10 ml",Methocarbamol*,Methocarbamol*,68191.95,1854,1575,895,36.78098706,43.29647619,76.19212291,2017
J2805,"Injection, sincalide, 5 micrograms",Kinevac,Sincalide,563451.79,6282.1,5972,5961,89.69163019,94.34892666,94.52303137,2017
J2820,"Injection, sargramostim (gm-csf), 50 mcg",Leukine,Sargramostim,4626430.94,126555,13116,948,36.55668239,352.7318497,4880.201414,2017
J2850,"Injection, secretin, synthetic, human, 1 microgram",Chirhostim,Secretin Acetate (Human),318049.5,9325,537,519,34.10718499,592.2709497,612.8121387,2017
J2916,"Injection, sodium ferric gluconate complex in sucrose injection, 12.5 mg",Ferrlecit*,Sodium Ferric Gluconat/Sucrose*,592708.11,267531,27856,4143,2.215474506,21.27757431,143.0625416,2017
J2920,"Injection, methylprednisolone sodium succinate, up to 40 mg",MethylprednIsolone Sodium Succ (J2920)*,MethylprednIsolone Sod Succ*,612335.45,150293,94000,46669,4.074277911,6.514206915,13.12081789,2017
J2930,"Injection, methylprednisolone sodium succinate, up to 125 mg",MethylprednIsolone Sodium Succ (J2930)*,MethylprednIsolone Sod Succ*,2126602.05,376729.3,255315,148117,5.644907497,8.329326714,14.35758252,2017
J2997,"Injection, alteplase recombinant, 1 mg",Activase*,Alteplase*,64900597.46,813288,84077,55463,79.80026443,771.9185682,1170.160241,2017
