Brand Name,Year,Generic Name,num_manufac,Inf Total Spend,Total Spending,Total Dosage Units,Total Claims
Tri-Vitamin With Fluoride,2014,"Ped Mvit A,C,D3 No.21/Fluoride",2,1575000,1521142.31,2492189.201,53652
Tri-Vitamin With Fluoride,2015,"Ped Mvit A,C,D3 No.21/Fluoride",2,3584000,3475250.17,2594415.46,52456
Tri-Vitamin With Fluoride,2016,"Ped Mvit A,C,D3 No.21/Fluoride",2,2756000,2705130.6300000004,2114793,42685
Tri-Vitamin With Fluoride,2017,"Ped Mvit A,C,D3 No.21/Fluoride",2,636000,636435.44,2024753,43418
Triamcinolone Acetonide*,2013,Triamcinolone Acetonide,9,44903200,42739325.34,213684318.216,2858768
Triamcinolone Acetonide*,2014,Triamcinolone Acetonide,10,47754640,46183660.15,235083233.094,3204806
Triamcinolone Acetonide*,2015,Triamcinolone Acetonide,10,57431900,55772818.91,300330003.041,3814660
Triamcinolone Acetonide*,2016,Triamcinolone Acetonide,13,54838200,53716950.410000004,342140955.578,4058758
Triamcinolone Acetonide*,2017,Triamcinolone Acetonide,13,48646500,48637657.69,326062350.479,4156867
Triamterene-Hydrochlorothiazid,2013,Triamterene/Hydrochlorothiazid,6,5300400,5041087.88,18561131.156,561753
Triamterene-Hydrochlorothiazid,2014,Triamterene/Hydrochlorothiazid,7,5601900,5420050.86,20321554.207,617564
Triamterene-Hydrochlorothiazid,2015,Triamterene/Hydrochlorothiazid,7,6141800,5965340.78,23597256.651,703367
Triamterene-Hydrochlorothiazid,2016,Triamterene/Hydrochlorothiazid,7,5910700,5788571.64,23845851.6,711402
Triamterene-Hydrochlorothiazid,2017,Triamterene/Hydrochlorothiazid,7,4813020,4810790.1,19970879.5,596109
Triazolam,2013,Triazolam,1,551000,524837.54,1083990.838,43842
Triazolam,2014,Triazolam,1,996000,964137.18,1188455.004,51881
Triazolam,2015,Triazolam,1,1280000,1243012.64,1341396.06,61347
Triazolam,2016,Triazolam,1,1600000,1572155.3,1355508,66035
Triazolam,2017,Triazolam,1,961000,960998.95,684453,37260
Tribenzor,2013,Olmesartan/Amlodipin/HCThiazid,1,3090000,2941180.45,556228,17606
Tribenzor,2014,Olmesartan/Amlodipin/HCThiazid,1,3210000,3108669.66,522031,16284
Tribenzor,2015,Olmesartan/Amlodipin/HCThiazid,1,3770000,3657355.78,514150,16399
Tribenzor,2016,Olmesartan/Amlodipin/HCThiazid,1,3470000,3401487.25,408164,12983
Tribenzor,2017,Olmesartan/Amlodipin/HCThiazid,1,1370000,1373702.92,137764,4497
Tricare,2013,Prenatal Vit103/Iron Fum/Folic,1,597000,568591.87,494632,14461
Tricare,2014,Prenatal Vit103/Iron Fum/Folic,1,603000,583627.65,509347,15143
Tricare,2015,Prenatal Vit103/Iron Fum/Folic,1,436000,423133.45,380434,12083
Tricare,2016,Prenatal Vit103/Iron Fum/Folic,1,220000,215173.2,196363,6490
Tricare,2017,Prenatal Vit103/Iron Fum/Folic,1,225000,224824,199445,6578
Tricare Prenatal DHA One,2013,PNV20/Iron/Folic/Docusate/Om3s,1,136000,129957.66,59796,1762
Tricare Prenatal DHA One,2014,PNV20/Iron/Folic/Docusate/Om3s,1,69700,67423.57,29541,907
Tricare Prenatal DHA One,2015,PNV20/Iron/Folic/Docusate/Om3s,1,51000,49542.01,22140,690
Tricare Prenatal DHA One,2016,PNV20/Iron/Folic/Docusate/Om3s,1,27200,26662.65,12510,388
Tricare Prenatal DHA One,2017,PNV20/Iron/Folic/Docusate/Om3s,1,21400,21419.02,9303,275
Tricitrates,2013,Sod/Pot/K Cit/Sod Cit/Cit Acid,1,39000,37171.36,795594.112,765
Tricitrates,2014,Sod/Pot/K Cit/Sod Cit/Cit Acid,1,41200,39876.04,911034.917,851
Tricitrates,2015,Sod/Pot/K Cit/Sod Cit/Cit Acid,1,72900,70781.99,1632858.848,1455
Tricitrates,2016,Sod/Pot/K Cit/Sod Cit/Cit Acid,1,87100,85313.39,1932166.713,1893
Tricitrates,2017,Sod/Pot/K Cit/Sod Cit/Cit Acid,1,216000,215734.2,2790996.115,2462
Tricon,2013,Ferrous Fum/Vit C/B12-If/Folic,1,11500,10919.11,26321,396
Tricon,2014,Ferrous Fum/Vit C/B12-If/Folic,1,8140,7876.1,21761,309
Tricon,2015,Ferrous Fum/Vit C/B12-If/Folic,1,5650,5488.12,16915,341
Tricon,2016,Ferrous Fum/Vit C/B12-If/Folic,1,3970,3891.74,12218,286
Tricon,2017,Ferrous Fum/Vit C/B12-If/Folic,1,2520,2517.73,8386,163
Tricor,2013,Fenofibrate Nanocrystallized,1,31800000,30296601.43,5693240.135,179069
Tricor,2014,Fenofibrate Nanocrystallized,1,30700000,29692053.91,5001144.004,155994
Tricor,2015,Fenofibrate Nanocrystallized,1,9050000,8788272.08,1874787.001,57555
Tricor,2016,Fenofibrate Nanocrystallized,1,2360000,2309065.96,2191711.37,68146
Tricor,2017,Fenofibrate Nanocrystallized,1,883000,882881.71,761757,25360
Trifluoperazine HCl,2013,Trifluoperazine HCl,3,1515650,1444636.23,2012738.683,33594
Trifluoperazine HCl,2014,Trifluoperazine HCl,3,2256600,2184562.23,2025573.501,34162
Trifluoperazine HCl,2015,Trifluoperazine HCl,4,2282660,2218178.7800000003,1983749.2510000002,34093
Trifluoperazine HCl,2016,Trifluoperazine HCl,4,2200810,2155450.25,1927443.25,33155
Trifluoperazine HCl,2017,Trifluoperazine HCl,4,2082440,2082171.5699999998,1927496.5,33209
Trifluridine,2013,Trifluridine,2,653000,622511.8,36146.051,4645
Trifluridine,2014,Trifluridine,2,754000,729672.85,40267.5,5494
Trifluridine,2015,Trifluridine,2,863000,838255.1699999999,47961,6324
Trifluridine,2016,Trifluridine,2,900000,881947.3999999999,51085,6754
Trifluridine,2017,Trifluridine,2,836000,835888.45,49510.857,6672
Trigels-F Forte,2013,Iron Fumarate/Vit C/Vit B12/FA,1,12300,11744.7,24652,731
Trigels-F Forte,2014,Iron Fumarate/Vit C/Vit B12/FA,1,26900,25988.66,39612,1130
Trigels-F Forte,2015,Iron Fumarate/Vit C/Vit B12/FA,1,27000,26213.17,40394,1162
Trigels-F Forte,2016,Iron Fumarate/Vit C/Vit B12/FA,1,37400,36696.28,55015,1593
Trigels-F Forte,2017,Iron Fumarate/Vit C/Vit B12/FA,1,29700,29673.74,45840,1306
Triglide,2013,Fenofibrate Nanocrystallized,1,229000,217851.28,32689,1096
Triglide,2014,Fenofibrate Nanocrystallized,1,489000,473046.53,69100,2359
Triglide,2015,Fenofibrate Nanocrystallized,1,478000,463685.77,69299.823,2369
Triglide,2016,Fenofibrate Nanocrystallized,1,372000,364725.75,50208,1687
Triglide,2017,Fenofibrate Nanocrystallized,1,50600,50625.78,5577,185
Trihexyphenidyl HCl,2013,Trihexyphenidyl HCl,7,2050214,1950838.55,13520660.628,149605
Trihexyphenidyl HCl,2014,Trihexyphenidyl HCl,7,2056864,1990567.5799999998,14090590.231,152807
Trihexyphenidyl HCl,2015,Trihexyphenidyl HCl,7,1997800,1939681.27,14558416.934,156309
Trihexyphenidyl HCl,2016,Trihexyphenidyl HCl,7,1771153,1736408.55,14850986.503,155059
Trihexyphenidyl HCl,2017,Trihexyphenidyl HCl,7,1989466,1990285.68,15131172.328,155694
Trileptal,2013,Oxcarbazepine,1,49400000,47056435.81,40543305.59,115091
Trileptal,2014,Oxcarbazepine,1,44100000,42659988.38,30491724.2,85107
Trileptal,2015,Oxcarbazepine,1,48800000,47408878.66,29385443.5,80271
Trileptal,2016,Oxcarbazepine,1,44800000,43879522.49,22931254,62432
Trileptal,2017,Oxcarbazepine,1,41500000,41487432.49,20119015.2,54932
Trilipix,2013,Fenofibric Acid (Choline),1,20000000,19096417.86,3585552.711,113410
Trilipix,2014,Fenofibric Acid (Choline),1,11500000,11168713.89,1871615,59901
Trilipix,2015,Fenofibric Acid (Choline),1,4700000,4565121.34,682182.03,21396
Trilipix,2016,Fenofibric Acid (Choline),1,4720000,4627918.35,644375,18596
Trilipix,2017,Fenofibric Acid (Choline),1,1300000,1298284.26,173189,5247
Trilyte With Flavor Packets,2013,Sodium Chloride/NaHCO3/KCl/PEG,1,11500,10971.76,2331682,578
Trilyte With Flavor Packets,2014,Sodium Chloride/NaHCO3/KCl/PEG,1,269000,260556.81,51353277,12713
Trilyte With Flavor Packets,2015,Sodium Chloride/NaHCO3/KCl/PEG,1,170000,164992.59,35652610,8785
Trilyte With Flavor Packets,2016,Sodium Chloride/NaHCO3/KCl/PEG,1,140000,136898.02,31462075,7786
Trilyte With Flavor Packets,2017,Sodium Chloride/NaHCO3/KCl/PEG,1,99600,99576.23,22866411,5721
Trimethobenzamide HCl,2013,Trimethobenzamide HCl,2,399000,379876.27,301094.679,7835
Trimethobenzamide HCl,2014,Trimethobenzamide HCl,2,367000,355270.64,287462.83400000003,7201
Trimethobenzamide HCl,2015,Trimethobenzamide HCl,2,368000,357918.16000000003,290801.667,7405
Trimethobenzamide HCl,2016,Trimethobenzamide HCl,2,352000,344504.98,279568.17,6878
Trimethobenzamide HCl,2017,Trimethobenzamide HCl,2,329000,329706.75,259984.424,5953
Trimethoprim,2013,Trimethoprim,3,213800,203540.49,459414.86600000004,14044
Trimethoprim,2014,Trimethoprim,3,213000,206227.24,475568.648,14930
Trimethoprim,2015,Trimethoprim,3,224500,217487.5,545594.0009999999,16472
Trimethoprim,2016,Trimethoprim,4,220900,216495.08000000002,574970,17567
Trimethoprim,2017,Trimethoprim,4,201380,201338.75,538136.6,16635
Trinatal Gt,2013,Prenatal Vits16/Iron/Folic/DSS,1,36.1,34.35,5310,175
Trinatal Gt,2014,Prenatal Vits16/Iron/Folic/DSS,1,49400,47774.94,196307,3911
Trinatal Gt,2015,Prenatal Vits16/Iron/Folic/DSS,1,31000,30057.9,106889,2509
Trinatal Gt,2016,Prenatal Vits16/Iron/Folic/DSS,1,5290,5186.03,16315,519
Trinatal Gt,2017,Prenatal Vits16/Iron/Folic/DSS,1,711,711.36,1804,69
Trinatal Rx 1,2013,"Prenatal Vit27,Calcium/Iron/FA",1,19900,18967.32,71438,2220
Trinatal Rx 1,2014,"Prenatal Vit27,Calcium/Iron/FA",1,40400,39107.36,144935,4503
Trinatal Rx 1,2015,"Prenatal Vit27,Calcium/Iron/FA",1,42600,41404.49,151321,4581
Trinatal Rx 1,2016,"Prenatal Vit27,Calcium/Iron/FA",1,62000,60770.26,222580,6831
Trinatal Rx 1,2017,"Prenatal Vit27,Calcium/Iron/FA",1,53500,53465.19,184079,5693
Trinate,2013,"Prenatal Vit,Cal 73/Iron/Folic",1,18900,18023.6,63664,2051
Trinate,2014,"Prenatal Vit,Cal 73/Iron/Folic",1,58200,56349.62,85029,3016
Trinate,2015,"Prenatal Vit,Cal 73/Iron/Folic",1,24200,23523.8,30145,1115
Trinate,2016,"Prenatal Vit,Cal 73/Iron/Folic",1,1120,1095.75,2205,70
Trinate,2017,"Prenatal Vit,Cal 73/Iron/Folic",1,962,961.58,1830,54
Trinessa,2013,Norgestimate-Ethinyl Estradiol,1,9520000,9064393.46,13357075.34,379263
Trinessa,2014,Norgestimate-Ethinyl Estradiol,1,8380000,8111906.83,12501821.89,357436
Trinessa,2015,Norgestimate-Ethinyl Estradiol,1,7720000,7494328.22,13115440.86,383730
Trinessa,2016,Norgestimate-Ethinyl Estradiol,1,6810000,6674165.78,13236432.38,385238
Trinessa,2017,Norgestimate-Ethinyl Estradiol,1,6000000,5998408.09,12100949.87,347602
Triphrocaps,2013,B Complex W-C No.20/Folic Acid,1,356000,339204.65,1198617.06,38365
Triphrocaps,2014,B Complex W-C No.20/Folic Acid,1,508000,491671.54,1291806,42029
Triphrocaps,2015,B Complex W-C No.20/Folic Acid,1,366000,354913.14,1015645.334,33392
Triphrocaps,2016,B Complex W-C No.20/Folic Acid,1,349000,341756.11,933129.33,31202
Triphrocaps,2017,B Complex W-C No.20/Folic Acid,1,297000,297190.35,805031,26357
Trisenox,2013,Arsenic Trioxide,1,1710000,1627327.96,30472,1985
Trisenox,2014,Arsenic Trioxide,1,2250000,2173166.23,48182.308,3142
Trisenox,2015,Arsenic Trioxide,1,2750000,2673507.4,50364.132,3767
Trisenox,2016,Arsenic Trioxide,1,4180000,4098194.33,67394,4512
Trisenox,2017,Arsenic Trioxide,1,5400000,5403691.33,66403.9,5520
Triveen-Duo DHA,2013,Prenatal 53/Iron/Folic Ac/Omg3,1,30100,28673.08,62040,978
Triveen-Duo DHA,2014,Prenatal 53/Iron/Folic Ac/Omg3,1,32600,31525.37,63072,993
Triveen-Duo DHA,2015,Prenatal 53/Iron/Folic Ac/Omg3,1,43300,42005.65,87508,1346
Triveen-Duo DHA,2016,Prenatal 53/Iron/Folic Ac/Omg3,1,2670,2614.77,5370,89
Triveen-Duo DHA,2017,Prenatal 53/Iron/Folic Ac/Omg3,1,11700,11737.04,23580,360
Trivora-28,2013,Levonorgestrel-Ethin Estradiol,1,884000,841975.83,1049423.319,30567
Trivora-28,2014,Levonorgestrel-Ethin Estradiol,1,848000,820756.38,875950.994,25721
Trivora-28,2015,Levonorgestrel-Ethin Estradiol,1,928000,900550.96,853357.162,24846
Trivora-28,2016,Levonorgestrel-Ethin Estradiol,2,664300,651417.28,751862.282,21533
Trivora-28,2017,Levonorgestrel-Ethin Estradiol,2,336400,336669.65,530410.912,14806
Trizivir,2013,Abacavir/Lamivudine/Zidovudine,1,24200000,23043501.19,853749.884,14397
Trizivir,2014,Abacavir/Lamivudine/Zidovudine,1,6900000,6675768.09,248279,4191
Trizivir,2015,Abacavir/Lamivudine/Zidovudine,1,4500000,4372171.65,163062,2749
Trizivir,2016,Abacavir/Lamivudine/Zidovudine,1,2580000,2528798.51,94459,1579
Trizivir,2017,Abacavir/Lamivudine/Zidovudine,1,1390000,1388379.1,52479,845
Trokendi XR,2013,Topiramate,1,505000,481220.27,35413,820
Trokendi XR,2014,Topiramate,1,7600000,7357045.74,552647,13581
Trokendi XR,2015,Topiramate,1,18700000,18195539.5,1190485.031,30153
Trokendi XR,2016,Topiramate,1,29600000,28983899.76,1666606,41845
Trokendi XR,2017,Topiramate,1,37200000,37202131.89,1946770,50415
Tropicamide,2013,Tropicamide,3,87510,83330.71,12111,1662
Tropicamide,2014,Tropicamide,3,29287,28340.24,11102,1480
Tropicamide,2015,Tropicamide,3,71540,69527.63,14913.065,2572
Tropicamide,2016,Tropicamide,3,60420,59163.93,44829.55,2664
Tropicamide,2017,Tropicamide,3,35610,35657.27,14415.4,2028
Trospium Chloride,2013,Trospium Chloride,3,1358000,1292405.03,624135.991,11251
Trospium Chloride,2014,Trospium Chloride,3,1676000,1622695.7799999998,863462.948,15593
Trospium Chloride,2015,Trospium Chloride,3,2108400,2050171.9100000001,1245189,21838
Trospium Chloride,2016,Trospium Chloride,4,2490200,2435335.83,1485087,26021
Trospium Chloride,2017,Trospium Chloride,4,2417000,2415739.64,1614817.5,28686
Trospium Chloride ER,2013,Trospium Chloride,2,956000,910028.92,172944.171,5636
Trospium Chloride ER,2014,Trospium Chloride,3,1352800,1309312.46,248125,7928
Trospium Chloride ER,2015,Trospium Chloride,3,2383400,2312924.96,349420,10798
Trospium Chloride ER,2016,Trospium Chloride,3,2266400,2221479.64,393543,12017
Trospium Chloride ER,2017,Trospium Chloride,3,1773700,1773177.4000000001,409142,12570
Trusopt,2013,Dorzolamide HCl,1,70200,66889.13,8372,802
Trusopt,2014,Dorzolamide HCl,1,74400,72003.52,8714,855
Trusopt,2015,Dorzolamide HCl,1,80100,77749.21,9520,920
Trusopt,2016,Dorzolamide HCl,1,45000,44120.27,5459,534
Trusopt,2017,Dorzolamide HCl,1,13300,13271.4,2116,182
Truvada,2013,Emtricitabine/Tenofovir (Tdf),1,548000000,522333513,12528339.28,423082
Truvada,2014,Emtricitabine/Tenofovir (Tdf),1,637000000,616663462.2,14167253.51,473162
Truvada,2015,Emtricitabine/Tenofovir (Tdf),1,758000000,735793786.8,15883918.08,528135
Truvada,2016,Emtricitabine/Tenofovir (Tdf),1,770000000,754066732.2,15146635.08,499982
Truvada,2017,Emtricitabine/Tenofovir (Tdf),1,589000000,589471549.2,11466326.5,374754
Tudorza Pressair,2013,Aclidinium Bromide,1,4930000,4694731.64,19541.128,20805
Tudorza Pressair,2014,Aclidinium Bromide,1,18100000,17475181.72,60172.721,69965
Tudorza Pressair,2015,Aclidinium Bromide,2,47900000,46432902.120000005,138079.696,164856
Tudorza Pressair,2016,Aclidinium Bromide,2,56030000,54928600.1,130225.245,187167
Tudorza Pressair,2017,Aclidinium Bromide,2,32400000,32370239.75,78216.509,104648
Tussionex,2013,Hydrocodone/Chlorphen P-Stirex,1,1850000,1765478.11,1677505.9,12421
Tussionex,2014,Hydrocodone/Chlorphen P-Stirex,1,1170000,1129316.64,997631.765,7239
Tussionex,2015,Hydrocodone/Chlorphen P-Stirex,1,403000,390938.54,306759.824,1989
Tussionex,2016,Hydrocodone/Chlorphen P-Stirex,1,227000,222909.9,164805.5,1025
Tussionex,2017,Hydrocodone/Chlorphen P-Stirex,1,49700,49685.96,37515,263
Tygacil,2013,Tigecycline,1,2810000,2679981.7,33764.561,4401
Tygacil,2014,Tigecycline,1,2460000,2379736.53,38138.611,3415
Tygacil,2015,Tigecycline,1,3290000,3196608.04,34602.645,3589
Tygacil,2016,Tigecycline,1,2620000,2564157.02,18686.013,2308
Tygacil,2017,Tigecycline,1,1890000,1891691.26,16341.133,1852
Tylenol-Codeine No.3,2013,Acetaminophen With Codeine,1,9080,8643.99,9309,153
Tylenol-Codeine No.3,2014,Acetaminophen With Codeine,1,12100,11754,11220,194
Tylenol-Codeine No.3,2015,Acetaminophen With Codeine,1,9530,9252.89,10286,268
Tylenol-Codeine No.3,2016,Acetaminophen With Codeine,1,6580,6448.92,5649,135
Tylenol-Codeine No.3,2017,Acetaminophen With Codeine,1,8670,8672.76,7688,126
Tylenol-Codeine No.4,2013,Acetaminophen With Codeine,1,11400,10854.56,7707,58
Tylenol-Codeine No.4,2014,Acetaminophen With Codeine,1,27700,26768,15324,104
Tylenol-Codeine No.4,2015,Acetaminophen With Codeine,1,26800,25991.23,16199,139
Tylenol-Codeine No.4,2016,Acetaminophen With Codeine,1,11700,11469.63,7574,67
Tylenol-Codeine No.4,2017,Acetaminophen With Codeine,1,18100,18088.16,10552,100
Tysabri,2013,Natalizumab,2,49660000,47317237.16,14592.195,14607
Tysabri,2014,Natalizumab,2,59200000,57217220.78,23816.227,15521
Tysabri,2015,Natalizumab,2,78090000,75816840.66999999,18044.495,18890
Tysabri,2016,Natalizumab,2,105730000,103219449.25,32684.475,22691
Tysabri,2017,Natalizumab,2,109669000,109408674.7,21080.520999999997,21310
Tyvaso Refill Kit,2013,Treprostinil/Neb Accessories,1,45700000,43514175.89,307150.617,3642
Tyvaso Refill Kit,2014,Treprostinil/Neb Accessories,1,56800000,54948162.15,361347.113,4489
Tyvaso Refill Kit,2015,Treprostinil/Neb Accessories,1,60800000,58995434.1,371263.916,4630
Tyvaso Refill Kit,2016,Treprostinil/Neb Accessories,1,60300000,59128512.53,361645.416,4435
Tyvaso Refill Kit,2017,Treprostinil/Neb Accessories,1,48900000,48946149.23,285381.101,3541
Tyvaso Starter Kit,2013,Treprostinil/Nebulizer/Accesor,1,3040000,2898076.23,17658.719,221
Tyvaso Starter Kit,2014,Treprostinil/Nebulizer/Accesor,1,3360000,3255689.27,19451.879,251
Tyvaso Starter Kit,2015,Treprostinil/Nebulizer/Accesor,1,3160000,3065429.76,17258.201,222
Tyvaso Starter Kit,2016,Treprostinil/Nebulizer/Accesor,1,2530000,2475898.06,13641.6,167
Tyvaso Starter Kit,2017,Treprostinil/Nebulizer/Accesor,1,1940000,1936575.57,10569.5,132
Tyzeka,2013,Telbivudine,1,648000,617033.71,20745,666
Tyzeka,2014,Telbivudine,1,538000,520324.23,15968.967,519
Tyzeka,2015,Telbivudine,1,515000,499604.19,14003,468
Tyzeka,2016,Telbivudine,1,427000,418732.06,11674,384
Tyzeka,2017,Telbivudine,1,71800,71828.44,2034,63
Uloric,2013,Febuxostat,1,7320000,6973283.68,1057589.851,34508
Uloric,2014,Febuxostat,1,9770000,9455972.51,1196118.501,38982
Uloric,2015,Febuxostat,1,15800000,15348701.58,1527599.481,49269
Uloric,2016,Febuxostat,1,19300000,18947741.47,1794222,57143
Uloric,2017,Febuxostat,1,18500000,18545464.8,1884515.5,61101
Ultimatecare One,2013,"PNV,Calcium37/Iron/Folic/Omeg3",1,78700,74919.23,86795.851,2472
Ultimatecare One,2014,"PNV,Calcium37/Iron/Folic/Omeg3",1,65900,63798.89,65552,1975
Ultimatecare One,2015,"PNV,Calcium37/Iron/Folic/Omeg3",1,45400,44034.9,54633,1449
Ultimatecare One,2016,"PNV,Calcium37/Iron/Folic/Omeg3",1,42100,41240.13,61568,1336
Ultimatecare One,2017,"PNV,Calcium37/Iron/Folic/Omeg3",1,48700,48650.7,46406,791
Ultracet,2013,Tramadol HCl/Acetaminophen,1,13200,12617.46,9964,104
Ultracet,2014,Tramadol HCl/Acetaminophen,1,14200,13700,9404,91
Ultracet,2015,Tramadol HCl/Acetaminophen,1,13800,13396.67,7676,118
Ultracet,2016,Tramadol HCl/Acetaminophen,1,10800,10604.25,5694,108
Ultracet,2017,Tramadol HCl/Acetaminophen,1,5720,5715.59,3710,59
Ultram,2013,Tramadol HCl,1,269000,255813.4,118654,1032
Ultram,2014,Tramadol HCl,1,241000,233729.17,108218,934
Ultram,2015,Tramadol HCl,1,210000,203408.37,87871,848
Ultram,2016,Tramadol HCl,1,197000,192923.12,73469,638
Ultram,2017,Tramadol HCl,1,176000,175554.68,62922,586
Unasyn,2013,Ampicillin Sodium/Sulbactam Na,1,181000,172398.42,7379.047,2039
Unasyn,2014,Ampicillin Sodium/Sulbactam Na,1,142000,137229.54,8233.347,2118
Unasyn,2015,Ampicillin Sodium/Sulbactam Na,1,207000,200777.39,13183.988,2824
Unasyn,2016,Ampicillin Sodium/Sulbactam Na,1,456000,446346.84,24728.606,4130
Unasyn,2017,Ampicillin Sodium/Sulbactam Na,1,561000,561089.89,20141.673,5009
Urea,2013,Urea,2,70500,67233.36,164154.907,1016
Urea,2014,Urea,2,49220,47654.020000000004,73470.902,604
Urea,2015,Urea,3,57810,56129.21,63922.575000000004,646
Urea,2016,Urea,3,419400,411246.2,513513.433,4578
Urea,2017,Urea,3,2368080,2369845.72,2917377.732,25406
Urin D.S.,2013,Meth/Meblue/Sod Phos/Psal/Hyos,1,603,574.18,1067,31
Urin D.S.,2014,Meth/Meblue/Sod Phos/Psal/Hyos,1,406,393.38,731,19
Urin D.S.,2015,Meth/Meblue/Sod Phos/Psal/Hyos,1,1030,1001.12,2089,36
Urin D.S.,2016,Meth/Meblue/Sod Phos/Psal/Hyos,1,2070,2030.71,3776,68
Urin D.S.,2017,Meth/Meblue/Sod Phos/Psal/Hyos,1,3870,3872.45,7312,116
Urocit-K,2013,Potassium Citrate,1,377000,359225.49,239747.94,2946
Urocit-K,2014,Potassium Citrate,1,323000,312197.32,136722,1700
Urocit-K,2015,Potassium Citrate,1,142000,138058.33,50247,579
Urocit-K,2016,Potassium Citrate,1,108000,105410.48,38898,436
Urocit-K,2017,Potassium Citrate,1,87700,87687.39,37129,400
Urso,2013,Ursodiol,1,93800,89334.38,30922.8,364
Urso,2014,Ursodiol,1,71300,69054.95,22621.2,278
Urso,2015,Ursodiol,1,93000,90284.31,31486,335
Urso,2016,Ursodiol,1,77900,76331.21,20456.4,233
Urso,2017,Ursodiol,1,46800,46837.28,12775,175
Urso Forte,2013,Ursodiol,1,66400,63218.55,13073,167
Urso Forte,2014,Ursodiol,1,52500,50800.11,10196,133
Urso Forte,2015,Ursodiol,1,83400,81003.88,13072.2,186
Urso Forte,2016,Ursodiol,1,135000,131873.14,19464.22,344
Urso Forte,2017,Ursodiol,1,125000,124893.09,16496.8,268
Ursodiol,2013,Ursodiol,9,5439105,5174331.26,6050988.702,85199
Ursodiol,2014,Ursodiol,10,11975120,11597004.49,5830243.319,85890
Ursodiol,2015,Ursodiol,10,30575000,29659549.89,9229360.229,119962
Ursodiol,2016,Ursodiol,13,32494440,31847114.12,9079581.053,133987
Ursodiol,2017,Ursodiol,13,30807000,30829471.830000002,9891282.766,145043
V-C Forte,2013,Multivit-Mins No.7/Folic Acid,1,211000,200710.83,623593.003,20347
V-C Forte,2014,Multivit-Mins No.7/Folic Acid,1,134000,129603.79,409654,13241
V-C Forte,2015,Multivit-Mins No.7/Folic Acid,1,4030,3908.88,16320,567
V-C Forte,2016,Multivit-Mins No.7/Folic Acid,1,3520,3448.35,11210,471
V-C Forte,2017,Multivit-Mins No.7/Folic Acid,1,3880,3875.13,7292,513
Vagifem,2013,Estradiol,1,1910000,1820949.15,194732.02,17468
Vagifem,2014,Estradiol,1,3240000,3134797.34,257434.009,23480
Vagifem,2015,Estradiol,1,5680000,5514678.63,317046.001,29331
Vagifem,2016,Estradiol,1,6310000,6182727.39,291286,27006
Vagifem,2017,Estradiol,1,1000000,1004136.21,48188,4433
Valacyclovir,2013,Valacyclovir HCl,11,42696740,40676156.89,17103761.034,641517
Valacyclovir,2014,Valacyclovir HCl,12,37055210,35877875.68,21412832.668,814590
Valacyclovir,2015,Valacyclovir HCl,14,31929240,30986146.3,26796397.43,1022065
Valacyclovir,2016,Valacyclovir HCl,14,31063648,30436325.509999998,31618853.336,1205166
Valacyclovir,2017,Valacyclovir HCl,14,29316000,29319029.35,35079210.527,1350054
Valcyte,2013,Valganciclovir HCl,1,53200000,50658724.72,1979174.503,21139
Valcyte,2014,Valganciclovir HCl,1,65200000,63126152.72,2074696.452,23643
Valcyte,2015,Valganciclovir HCl,1,27000000,26244917.8,1527931.321,10847
Valcyte,2016,Valganciclovir HCl,1,20400000,19952387.24,1296817,8321
Valcyte,2017,Valganciclovir HCl,1,16000000,16018946.17,713668,5231
Valproic Acid,2013,Valproic Acid (As Sodium Salt),6,4089880,3892392.06,107891250.014,177956
Valproic Acid,2013,Valproic Acid,3,1273862,1214077.31,4451888.769,36680
Valproic Acid,2014,Valproic Acid (As Sodium Salt),5,3880500,3751634.1999999997,109113008.087,186570
Valproic Acid,2014,Valproic Acid,3,1320616,1278780.9,4851405.952,40938
Valproic Acid,2015,Valproic Acid (As Sodium Salt),6,5183455,5029299.62,127687995.817,219214
Valproic Acid,2015,Valproic Acid,5,1686850,1638197.23,6591247.002,53203
Valproic Acid,2016,Valproic Acid (As Sodium Salt),6,6709940,6581179.73,130913090.07000001,226911
Valproic Acid,2016,Valproic Acid,6,1747000,1712287.5999999999,7282550,59535
Valproic Acid,2017,Valproic Acid (As Sodium Salt),6,5898510,5903948.18,132354962.42,232487
Valproic Acid,2017,Valproic Acid,6,1758690,1759813.63,7312314.497,60396
Valsartan-Hydrochlorothiazide,2013,Valsartan/Hydrochlorothiazide,5,12675000,12069410.43,4743263.524,152829
Valsartan-Hydrochlorothiazide,2014,Valsartan/Hydrochlorothiazide,8,5485220,5314497.4,4653599.911,149159
Valsartan-Hydrochlorothiazide,2015,Valsartan/Hydrochlorothiazide,8,4067200,3948339.09,5996975.151,189052
Valsartan-Hydrochlorothiazide,2016,Valsartan/Hydrochlorothiazide,10,4355970,4271585.11,7780645.54,241735
Valsartan-Hydrochlorothiazide,2017,Valsartan/Hydrochlorothiazide,10,4494100,4497947.06,9026899,277727
Valtrex,2013,Valacyclovir HCl,1,20600000,19595942.13,2278161.255,79031
Valtrex,2014,Valacyclovir HCl,1,13600000,13158055.66,1482128.508,49145
Valtrex,2015,Valacyclovir HCl,1,15400000,14997921.47,1347709.005,45806
Valtrex,2016,Valacyclovir HCl,1,10300000,10113500.98,771229.625,25978
Valtrex,2017,Valacyclovir HCl,1,1810000,1807439.66,134231.801,3935
