Brand Name,Year,Generic Name,Category,num_manufac,Inf Total Spend,Total Spending,Total Dosage Units,Total Claims,Total Beneficiaries
Ultra-Thin II,2017,"Syring-Needl,Disp,Insul,0.3 Ml",diabetes/insulin,1,24600,24620.15,99153,777,362
Ultra-Thin II,2017,"Syringe And Needle,Insulin,1ml",diabetes/insulin,1,49100,49134.25,192911,1785,795
Ultra-Thin II,2017,"Syringe-Needle,Insulin,0.5 Ml",diabetes/insulin,1,47200,47198.47,189552,1839,673
Ultracet,2013,Tramadol HCl/Acetaminophen,pain reliever,1,993000,945687.39,511491,3950,1107
Ultracet,2014,Tramadol HCl/Acetaminophen,pain reliever,1,1070000,1037070.74,499093,3884,1054
Ultracet,2015,Tramadol HCl/Acetaminophen,pain reliever,1,894000,868420.44,383088,2843,671
Ultracet,2016,Tramadol HCl/Acetaminophen,pain reliever,1,824000,807334.12,326324,2480,574
Ultracet,2017,Tramadol HCl/Acetaminophen,pain reliever,1,702000,701597.03,282436,2186,447
Ultram,2013,Tramadol HCl,pain reliever,1,3170000,3020792.99,1517723,10875,2530
Ultram,2014,Tramadol HCl,pain reliever,1,3430000,3317020.31,1489167,10866,2483
Ultram,2015,Tramadol HCl,pain reliever,1,3290000,3197050.34,1308887,9624,2149
Ultram,2016,Tramadol HCl,pain reliever,1,3360000,3288414.62,1229795,8929,1885
Ultram,2017,Tramadol HCl,pain reliever,1,3340000,3337715.73,1147272,8288,1680
Unasyn,2013,Ampicillin Sodium/Sulbactam Na,infection,1,197000,187807.88,157449,613,188
Unasyn,2014,Ampicillin Sodium/Sulbactam Na,infection,1,100000,96740.64,210998,387,132
Unasyn,2015,Ampicillin Sodium/Sulbactam Na,infection,1,108000,105115.11,135425.5,536,196
Unasyn,2016,Ampicillin Sodium/Sulbactam Na,infection,1,200000,196168.7,224107.5,849,291
Unasyn,2017,Ampicillin Sodium/Sulbactam Na,infection,1,176000,175889.43,187403,847,264
Unifine Pentips,2013,"Pen Needle, Diabetic",diabetes/insulin,3,6362100,6062461.42,24735593.99,231138,71582
Unifine Pentips,2014,"Pen Needle, Diabetic",diabetes/insulin,3,7824390,7574507.29,31122503,285359,87902
Unifine Pentips,2015,"Pen Needle, Diabetic",diabetes/insulin,3,8685110,8435477.92,34927063.57,315849,98101
Unifine Pentips,2016,"Pen Needle, Diabetic",diabetes/insulin,3,8978740,8798194.94,36588548.03,328660,104083
Unifine Pentips,2017,"Pen Needle, Diabetic",diabetes/insulin,3,8260510,8259923.49,33817631.64,302145,97933
Unifine Pentips Plus,2013,"Pen Needle, Diabetic",diabetes/insulin,2,219700,209479.88,853235,7526,3236
Unifine Pentips Plus,2014,"Pen Needle, Diabetic",diabetes/insulin,2,594200,574819.8,2272839,19981,8772
Unifine Pentips Plus,2015,"Pen Needle, Diabetic",diabetes/insulin,2,1382600,1340436.5499999998,5582985,47136,18382
Unifine Pentips Plus,2016,"Pen Needle, Diabetic",diabetes/insulin,2,2023600,1980017.69,8352559,69036,25172
Unifine Pentips Plus,2017,"Pen Needle, Diabetic",diabetes/insulin,2,2676100,2673863.35,11053219,90501,33642
Uribel,2013,Meth/Meblue/Sod Phos/Psal/Hyos,urinary,1,192000,182832.31,85761,1463,771
Uribel,2014,Meth/Meblue/Sod Phos/Psal/Hyos,urinary,1,271000,262068.93,113143,2064,1047
Uribel,2015,Meth/Meblue/Sod Phos/Psal/Hyos,urinary,1,106000,102895.22,42542,598,233
Uribel,2016,Meth/Meblue/Sod Phos/Psal/Hyos,urinary,1,41700,40843.3,20652,418,210
Uribel,2017,Meth/Meblue/Sod Phos/Psal/Hyos,urinary,1,41200,41190.81,19465,352,158
Urin D.S.,2013,Meth/Meblue/Sod Phos/Psal/Hyos,urinary,1,6710,6393.93,8698,437,388
Urin D.S.,2014,Meth/Meblue/Sod Phos/Psal/Hyos,urinary,1,12700,12273.3,18736,1240,1166
Urin D.S.,2015,Meth/Meblue/Sod Phos/Psal/Hyos,urinary,1,30700,29768.62,64043,4006,2952
Urin D.S.,2016,Meth/Meblue/Sod Phos/Psal/Hyos,urinary,1,27300,26742,61670,3881,2818
Urin D.S.,2017,Meth/Meblue/Sod Phos/Psal/Hyos,urinary,1,31800,31812.75,67721,4300,3408
Urocit-K,2013,Potassium Citrate,urinary,1,1280000,1215547.02,787105,7524,2664
Urocit-K,2014,Potassium Citrate,urinary,1,1540000,1492999.46,622949,6214,2000
Urocit-K,2015,Potassium Citrate,urinary,1,669000,649391.71,225419,2060,583
Urocit-K,2016,Potassium Citrate,urinary,1,417000,408901.65,148426,1223,325
Urocit-K,2017,Potassium Citrate,urinary,1,314000,313750.95,114731,903,231
Urogesic-Blue,2013,Methenam/Sod Phos/Mblue/Hyoscy,urinary,1,56500,53804.04,33415,787,501
Urogesic-Blue,2014,Methenam/Sod Phos/Mblue/Hyoscy,urinary,1,6200,6001.82,4358,95,54
Urogesic-Blue,2015,Methenam/Sod Phos/Mblue/Hyoscy,urinary,1,75500,73315.52,23986,529,296
Urogesic-Blue,2016,Methenam/Sod Phos/Mblue/Hyoscy,urinary,1,107000,104809.51,32838,682,362
Urogesic-Blue,2017,Methenam/Sod Phos/Mblue/Hyoscy,urinary,1,137000,137166.11,39957,741,357
Urso,2013,Ursodiol,gallstones,1,337000,321331.98,125962,796,190
Urso,2014,Ursodiol,gallstones,1,351000,339972.61,136253,819,256
Urso,2015,Ursodiol,gallstones,1,361000,350276.51,114138,853,294
Urso,2016,Ursodiol,gallstones,1,271000,265942.55,67739.5,445,105
Urso,2017,Ursodiol,gallstones,1,292000,292153.13,67695,510,139
Urso Forte,2013,Ursodiol,gallstones,1,487000,463662.32,94953,937,183
Urso Forte,2014,Ursodiol,gallstones,1,465000,450148.3,89473,808,188
Urso Forte,2015,Ursodiol,gallstones,1,661000,641463.42,141801,1190,360
Urso Forte,2016,Ursodiol,gallstones,1,519000,508670.57,80539,757,190
Urso Forte,2017,Ursodiol,gallstones,1,558000,557788.64,87559,702,199
Ursodiol,2013,Ursodiol,gallstones,6,29069700,27660864.77,24660913,207326,52230
Ursodiol,2014,Ursodiol,gallstones,7,48058000,46590248.28,22845979.266,200578,58470
Ursodiol,2015,Ursodiol,gallstones,9,88192400,85618490.65,25856195.214,235215,67555
Ursodiol,2016,Ursodiol,gallstones,9,82033600,80413159.75,27192815,248113,63757
Ursodiol,2017,Ursodiol,gallstones,13,129162400,129241169.57,43071263.5,385656,105437
Ustell,2013,Methen/Mblue/Sal/Sod Phos/Hyos,urinary,1,191000,182375.32,90955,1822,1031
Ustell,2014,Methen/Mblue/Sal/Sod Phos/Hyos,urinary,1,80500,77894.12,38434,656,290
Ustell,2015,Methen/Mblue/Sal/Sod Phos/Hyos,urinary,1,36900,35874,15891,214,100
Ustell,2016,Methen/Mblue/Sal/Sod Phos/Hyos,urinary,1,24500,24015.66,11060,162,69
Ustell,2017,Methen/Mblue/Sal/Sod Phos/Hyos,urinary,1,24800,24821.11,11224,120,48
Vagifem,2013,Estradiol,women's health,1,54500000,51947860.95,5783795.778,355067,110439
Vagifem,2014,Estradiol,women's health,1,72800000,70472007.42,5976578.941,375582,114851
Vagifem,2015,Estradiol,women's health,1,90300000,87698949.61,5372422.401,341272,102558
Vagifem,2016,Estradiol,women's health,1,101000000,99240170.16,4889482,311244,94430
Vagifem,2017,Estradiol,women's health,1,36100000,36053593.31,1711276.847,114291,35486
Valacyclovir,2013,Valacyclovir HCl,infection,11,79596810,75796242.94,33189171.82,1038582,527872
Valacyclovir,2014,Valacyclovir HCl,infection,13,73081000,70711890.69,42450084.92,1298222,670179
Valacyclovir,2015,Valacyclovir HCl,infection,15,65703260,63817981.14,50831125.832,1524209,773247
Valacyclovir,2016,Valacyclovir HCl,infection,15,63649280,62401074.96,59260954.27,1734718,895516
Valacyclovir,2017,Valacyclovir HCl,infection,17,67801420,67841825.41,68539133,1976742,1049975
Valchlor,2013,Mechlorethamine HCl,chemotherapy/cancer,1,140000,133278.13,2640,25,22
Valchlor,2014,Mechlorethamine HCl,chemotherapy/cancer,1,5240000,5072021.61,97620,998,380
Valchlor,2015,Mechlorethamine HCl,chemotherapy/cancer,1,11400000,11056394.16,211800,2181,646
Valchlor,2016,Mechlorethamine HCl,chemotherapy/cancer,1,14400000,14089799.67,247620,2878,695
Valchlor,2017,Mechlorethamine HCl,chemotherapy/cancer,1,12900000,12933960.36,213600,2449,679
Valcyte,2013,Valganciclovir HCl,transplant,1,177000000,168574974.8,3136294,63817,17369
Valcyte,2014,Valganciclovir HCl,transplant,1,196000000,189674916.7,3220005.64,64060,17589
Valcyte,2015,Valganciclovir HCl,transplant,1,45500000,44188875.65,951966,15095,5519
Valcyte,2016,Valganciclovir HCl,transplant,1,12400000,12171388.25,465203,3902,1436
Valcyte,2017,Valganciclovir HCl,transplant,1,4510000,4507424.14,192851,1366,539
Valium,2013,Diazepam,mental health,1,5160000,4912671.97,1062075,14945,4785
Valium,2014,Diazepam,mental health,1,6500000,6292046.69,1233971,16312,4070
Valium,2015,Diazepam,mental health,1,7170000,6959382.1,1258321,16921,3913
Valium,2016,Diazepam,mental health,1,7660000,7502158.54,1235205,16260,3527
Valium,2017,Diazepam,mental health,1,7290000,7293888.9,1153366,15396,3160
Valproate Sodium,2013,Valproic Acid (As Sodium Salt),seizure disorder,1,5620,5354.29,23071.5,37,14
Valproate Sodium,2014,Valproic Acid (As Sodium Salt),seizure disorder,1,19900,19245.45,76380.95,87,27
Valproate Sodium,2015,Valproic Acid (As Sodium Salt),seizure disorder,1,14200,13782.09,45978.5,104,29
Valproate Sodium,2016,Valproic Acid (As Sodium Salt),seizure disorder,1,8690,8519.17,12672.5,196,55
Valproate Sodium,2017,Valproic Acid (As Sodium Salt),seizure disorder,1,8630,8631.81,5951,180,32
Valproic Acid,2013,Valproic Acid,seizure disorder,1,25600,24410.57,94277,600,105
Valproic Acid,2013,Valproic Acid (As Sodium Salt),seizure disorder,5,4369100,4158751.5,95348046.208,167733,26108
Valproic Acid,2014,Valproic Acid,seizure disorder,1,22700,21995.93,84297,536,107
Valproic Acid,2014,Valproic Acid (As Sodium Salt),seizure disorder,5,3587100,3471941.1999999997,90802619.18,160576,24649
Valproic Acid,2015,Valproic Acid,seizure disorder,2,209800,203641.72,808398.5,5752,2581
Valproic Acid,2015,Valproic Acid (As Sodium Salt),seizure disorder,5,3865770,3759121.65,89054472.205,156245,30988
Valproic Acid,2016,Valproic Acid,seizure disorder,2,1402600,1378943.07,5666886.33,43358,9194
Valproic Acid,2016,Valproic Acid (As Sodium Salt),seizure disorder,5,5736890,5620455.75,108620279.16,181852,33877
Valproic Acid,2017,Valproic Acid,seizure disorder,6,4684400,4680549.8,16758870,121856,32326
Valproic Acid,2017,Valproic Acid (As Sodium Salt),seizure disorder,6,11433570,11433979.13,162080086.91,274161,51452
Valsartan-Hydrochlorothiazide,2013,Valsartan/Hydrochlorothiazide,blood pressure,3,303600000,289429014,128965833.36,2616205,692211
Valsartan-Hydrochlorothiazide,2014,Valsartan/Hydrochlorothiazide,blood pressure,6,157390000,152282094.1,128912432.5,2516469,717454
Valsartan-Hydrochlorothiazide,2015,Valsartan/Hydrochlorothiazide,blood pressure,6,94790000,92030489.87,130074298.59,2357554,698966
Valsartan-Hydrochlorothiazide,2016,Valsartan/Hydrochlorothiazide,blood pressure,6,74210100,72767739.78,138004886.7,2364872,623306
Valsartan-Hydrochlorothiazide,2017,Valsartan/Hydrochlorothiazide,blood pressure,10,89593100,89549444.43,191392323.97,3110227,878244
Valtrex,2013,Valacyclovir HCl,infection,1,4130000,3932404.48,475117,10241,3135
Valtrex,2014,Valacyclovir HCl,infection,1,4200000,4063559.79,473006,9884,2886
Valtrex,2015,Valacyclovir HCl,infection,1,4790000,4646242.63,436440,8709,2455
Valtrex,2016,Valacyclovir HCl,infection,1,5280000,5176029.25,400488,7952,2154
Valtrex,2017,Valacyclovir HCl,infection,1,5000000,5001763.42,357349,6856,1852
Vancomycin HCl*,2013,Vancomycin HCl,infection,6,89467000,85236907.58,17040084.235,119475,61651
Vancomycin HCl*,2014,Vancomycin HCl,infection,6,88555000,85771584.01,20604811.656,140995,69690
Vancomycin HCl*,2015,Vancomycin HCl,infection,10,97362500,94577060.49,21423080.241,177186,88648
Vancomycin HCl*,2016,Vancomycin HCl,infection,10,85909000,84186335.9,33828490.16,230800,106056
Vancomycin HCl*,2017,Vancomycin HCl,infection,12,104426800,104493217.99,71397504.224,391881,169940
Vanishpoint,2013,"Syringe And Needle,Insulin,1ml",diabetes/insulin,1,154000,147148.96,212887,2204,617
Vanishpoint,2014,"Syringe And Needle,Insulin,1ml",diabetes/insulin,1,172000,166313.04,242245,2357,634
Vanishpoint,2015,"Syringe And Needle,Insulin,1ml",diabetes/insulin,1,128000,124266.93,189619,1879,413
Vanishpoint,2016,"Syringe And Needle,Insulin,1ml",diabetes/insulin,1,144000,141452.49,213256,2170,479
Vanishpoint,2017,"Syringe And Needle,Insulin,1ml",diabetes/insulin,1,116000,115580.36,162516,1689,364
Vanishpoint,2017,"Syringe-Needle,Insulin,0.5 Ml",diabetes/insulin,1,10400,10433.84,14830,170,29
Vanos,2013,Fluocinonide,dermatology,1,4240000,4040084.92,389550,3184,2324
Vanos,2014,Fluocinonide,dermatology,1,1290000,1252269.71,79290,627,425
Vanos,2015,Fluocinonide,dermatology,1,348000,337871.31,13860,107,68
Vanos,2016,Fluocinonide,dermatology,1,188000,184201.76,7380,58,33
Vanos,2017,Fluocinonide,dermatology,1,503000,502616.27,19320,158,85
Vaqta,2013,Hepatitis A Virus Vaccine/PF,liver,1,204000,194248.93,1864,2084,1942
Vaqta,2014,Hepatitis A Virus Vaccine/PF,liver,1,259000,251125.27,2850.5,2921,2693
Vaqta,2015,Hepatitis A Virus Vaccine/PF,liver,1,462000,448678.29,4875.5,5438,4920
Vaqta,2016,Hepatitis A Virus Vaccine/PF,liver,1,839000,822084.42,8403,9742,8907
Vaqta,2017,Hepatitis A Virus Vaccine/PF,liver,1,1420000,1415060.21,16010.5,17658,15942
Varivax Vaccine,2013,Varicella Vaccine Live/PF,vaccine,1,156000,148300.37,1378.5,1357,1134
Varivax Vaccine,2014,Varicella Vaccine Live/PF,vaccine,1,191000,185278.89,1632,1652,1429
Varivax Vaccine,2015,Varicella Vaccine Live/PF,vaccine,1,220000,213750.66,1748,1775,1399
Varivax Vaccine,2016,Varicella Vaccine Live/PF,vaccine,1,177000,173430.42,1345.55,1360,1099
Varivax Vaccine,2017,Varicella Vaccine Live/PF,vaccine,1,201000,200575.18,1442.5,1449,1202
Vascepa,2013,Icosapent Ethyl,cholesterol/heart,1,8380000,7984519.61,5159300,40434,13589
Vascepa,2014,Icosapent Ethyl,cholesterol/heart,1,22700000,21992687.86,13326566,104239,24813
Vascepa,2015,Icosapent Ethyl,cholesterol/heart,1,46100000,44733401.26,24756318,191257,41411
Vascepa,2016,Icosapent Ethyl,cholesterol/heart,1,90800000,88965936.32,45446787,342430,70563
Vascepa,2017,Icosapent Ethyl,cholesterol/heart,1,165000000,164731589.8,78385085,559712,109676
Vaseretic,2013,Enalapril/Hydrochlorothiazide,blood pressure,1,163000,155044.27,40420,706,150
Vaseretic,2014,Enalapril/Hydrochlorothiazide,blood pressure,1,257000,248731.73,36728,704,147
Vaseretic,2015,Enalapril/Hydrochlorothiazide,blood pressure,1,383000,371632.12,30231,523,104
Vaseretic,2016,Enalapril/Hydrochlorothiazide,blood pressure,1,327000,320361.62,25436,436,88
Vaseretic,2017,Enalapril/Hydrochlorothiazide,blood pressure,1,289000,289097.77,22810,379,70
Vasotec,2013,Enalapril Maleate,blood pressure,1,2010000,1916033.62,394937,4446,1299
Vasotec,2014,Enalapril Maleate,blood pressure,1,4360000,4222929.46,518096,6068,1439
Vasotec,2015,Enalapril Maleate,blood pressure,1,7630000,7408024.76,439488,5171,1109
Vasotec,2016,Enalapril Maleate,blood pressure,1,7620000,7462852.41,379424,4294,941
Vasotec,2017,Enalapril Maleate,blood pressure,1,6560000,6555029.87,331240,3795,783
Vectibix,2013,Panitumumab,chemotherapy/cancer,1,559000,532297.18,3060,72,18
Vectibix,2014,Panitumumab,chemotherapy/cancer,1,1130000,1090181.48,5660,141,37
Vectibix,2015,Panitumumab,chemotherapy/cancer,1,1260000,1227420.87,6060,203,40
Vectibix,2016,Panitumumab,chemotherapy/cancer,1,1430000,1404926.37,6575,194,40
Vectibix,2017,Panitumumab,chemotherapy/cancer,1,1900000,1896751.97,8070,223,39
Vectical,2013,Calcitriol,dermatology,1,3500000,3335248.62,969321,8505,4276
Vectical,2014,Calcitriol,dermatology,1,2330000,2251875.73,808510,6977,3542
Vectical,2015,Calcitriol,dermatology,1,1690000,1641732.41,701332,5985,3010
Vectical,2016,Calcitriol,dermatology,1,1340000,1316209.91,709490,6011,2964
Vectical,2017,Calcitriol,dermatology,1,1070000,1070502.88,737270,6335,3493
Velcade,2013,Bortezomib,chemotherapy/cancer,1,13900000,13192588.82,8442.15,2288,521
Velcade,2014,Bortezomib,chemotherapy/cancer,1,14100000,13685400.79,8631.472,2473,491
Velcade,2015,Bortezomib,chemotherapy/cancer,1,15100000,14692453.79,9065.2,2514,537
Velcade,2016,Bortezomib,chemotherapy/cancer,1,15600000,15264127.17,9420.206,2734,544
Velcade,2017,Bortezomib,chemotherapy/cancer,1,16200000,16206971.96,9857,2898,566
Velivet,2013,Desogestrel-Ethinyl Estradiol,women's health,1,42000,39972.61,45164,1295,205
Velivet,2014,Desogestrel-Ethinyl Estradiol,women's health,1,38500,37293.33,44718,1311,198
Velivet,2015,Desogestrel-Ethinyl Estradiol,women's health,1,43000,41718.73,51382,1448,239
Velivet,2016,Desogestrel-Ethinyl Estradiol,women's health,1,41400,40551.87,53258,1474,222
Velivet,2017,Desogestrel-Ethinyl Estradiol,women's health,1,39600,39608.73,53800,1369,205
Venlafaxine HCl,2013,Venlafaxine HCl,mental health,8,44290000,42197571.71,69899483.01,970610,247173
Venlafaxine HCl,2014,Venlafaxine HCl,mental health,12,41840490,40519396.19,69304267.53999999,937601,260002
Venlafaxine HCl,2015,Venlafaxine HCl,mental health,14,35254870,34234235.190000005,71401980.46000001,946886,267069
Venlafaxine HCl,2016,Venlafaxine HCl,mental health,14,32114800,31485112.82,73954750.753,966378,259029
Venlafaxine HCl,2017,Venlafaxine HCl,mental health,16,30257260,30260448.259999998,69410296.285,880963,246804
Venlafaxine HCl ER,2013,Venlafaxine HCl,mental health,9,159192100,151622772.79,181519090.04000002,3554150,893779
Venlafaxine HCl ER,2014,Venlafaxine HCl,mental health,10,159789500,154724746.89000002,201113262.493,3873143,911416
Venlafaxine HCl ER,2015,Venlafaxine HCl,mental health,10,124011000,120358342.09,239286246.63,4518190,1075758
Venlafaxine HCl ER,2016,Venlafaxine HCl,mental health,10,138414490,135701186.46,264392527.1,4894018,1074038
Venlafaxine HCl ER,2017,Venlafaxine HCl,mental health,13,139669260,139566337.10999998,281450163.21999997,5066407,1018138
Ventolin HFA,2013,Albuterol Sulfate,asthma/respiratory,1,133000000,126217616.7,54242176.42,2565399,1036907
Ventolin HFA,2014,Albuterol Sulfate,asthma/respiratory,1,130000000,125388866.5,50714168.89,2387385,997850
Ventolin HFA,2015,Albuterol Sulfate,asthma/respiratory,1,154000000,149532499.3,57411677.29,2713246,1112158
Ventolin HFA,2016,Albuterol Sulfate,asthma/respiratory,1,349000000,342250943.2,120108976.1,5667317,2273794
Ventolin HFA,2017,Albuterol Sulfate,asthma/respiratory,1,465000000,464705201.3,159080475.5,7479071,2892020
Veramyst,2013,Fluticasone Furoate,cold/allergies,1,9640000,9181179.14,820779,64098,27077
Veramyst,2014,Fluticasone Furoate,cold/allergies,1,7880000,7627531.45,617096.4,46611,18825
Veramyst,2015,Fluticasone Furoate,cold/allergies,1,7050000,6841290.67,443932,32563,12841
Veramyst,2016,Fluticasone Furoate,cold/allergies,1,6540000,6409988.6,346153.7,24892,9203
Veramyst,2017,Fluticasone Furoate,cold/allergies,1,1110000,1109775.89,59382,4755,3215
Verapamil ER,2013,Verapamil HCl,blood pressure,4,41038200,39061876.91,85012635.81,1455492,319691
Verapamil ER,2014,Verapamil HCl,blood pressure,5,43006600,41564998.97,94131923.00999999,1522505,410350
Verapamil ER,2015,Verapamil HCl,blood pressure,6,51595380,50053703.190000005,131384740.48,2018320,468570
Verapamil ER,2016,Verapamil HCl,blood pressure,6,60602890,59356556.78,134858816.5,1994172,473154
Verapamil ER,2017,Verapamil HCl,blood pressure,6,58771840,58748394.87,124220898.61,1762788,444842
Verapamil ER PM,2013,Verapamil HCl,blood pressure,2,12370000,11781718.76,5858705,108694,22963
Verapamil ER PM,2014,Verapamil HCl,blood pressure,2,12240000,11846082.03,5998256,107255,23238
Verapamil ER PM,2015,Verapamil HCl,blood pressure,2,11550000,11219018.78,6032422,105562,22867
Verapamil ER PM,2016,Verapamil HCl,blood pressure,2,9910000,9710120.64,6091956,103532,23250
Verapamil ER PM,2017,Verapamil HCl,blood pressure,2,9610000,9610586.52,6044864,98554,22370
Verapamil HCl,2013,Verapamil HCl,blood pressure,3,1863640,1774013.08,16140238.111,186705,52298
Verapamil HCl,2014,Verapamil HCl,blood pressure,3,1998200,1931101.63,17273344.5,189685,49601
Verapamil HCl,2015,Verapamil HCl,blood pressure,3,2115090,2051152.69,18542310,200243,50644
Verapamil HCl,2016,Verapamil HCl,blood pressure,3,2876430,2813734.4299999997,22344150.87,227745,53316
Verapamil HCl,2017,Verapamil HCl,blood pressure,4,30410060,30388836.220000003,37418665.34,419409,101376
Veregen,2013,Sinecatechins,STI,1,422000,402276.35,14986,470,315
Veregen,2014,Sinecatechins,STI,1,766000,740915.65,23821,704,409
Veregen,2015,Sinecatechins,STI,1,623000,604380.26,17381,504,305
Veregen,2016,Sinecatechins,STI,1,464000,454471.39,12255,342,193
Veregen,2017,Sinecatechins,STI,1,463000,462938.97,11290,316,168
Vesicare,2013,Solifenacin Succinate,urinary,1,582000000,554124743.4,84019505.35,2202932,447699
Vesicare,2014,Solifenacin Succinate,urinary,1,630000000,609630172.4,84164605.4,2183699,432753
Vesicare,2015,Solifenacin Succinate,urinary,1,651000000,631651813.7,77714200.25,1982808,394976
Vesicare,2016,Solifenacin Succinate,urinary,1,721000000,706074718.6,74882544.5,1876293,370135
Vesicare,2017,Solifenacin Succinate,urinary,1,697000000,697062485.5,66517143.6,1616754,320042
Vexol,2013,Rimexolone,eye,1,209000,198769.19,20588,3539,1898
Vexol,2014,Rimexolone,eye,1,240000,231850.28,21102.5,3557,1812
Vexol,2015,Rimexolone,eye,1,258000,250063.85,16280,2625,1314
Vexol,2016,Rimexolone,eye,1,127000,124095.84,7548,1242,1010
Vexol,2017,Rimexolone,eye,1,5140,5144.94,295,58,39
Vfend,2013,Voriconazole,infection,1,999000,951332.26,19093,332,122
Vfend,2014,Voriconazole,infection,1,922000,892717.64,15419,253,96
Vfend,2015,Voriconazole,infection,1,1300000,1265318.01,18191,288,93
Vfend,2016,Voriconazole,infection,1,675000,661139.93,8117,132,42
Vfend,2017,Voriconazole,infection,1,515000,514894.55,4758,78,19
Vfend IV,2013,Voriconazole,infection,1,364000,346357.42,10733.575,419,138
Vfend IV,2014,Voriconazole,infection,1,218000,211212.79,52143.025,389,116
Vfend IV,2015,Voriconazole,infection,1,113000,109828.93,2999,240,70
Vfend IV,2016,Voriconazole,infection,1,77700,76123.71,3515.5,271,67
Vfend IV,2017,Voriconazole,infection,1,80300,80281.09,6619,287,58
Vgo 20,2013,"Sub-Q Insulin Device, 20 Unit",diabetes/insulin,1,708000,673913.34,92910,2778,909
Vgo 20,2014,"Sub-Q Insulin Device, 20 Unit",diabetes/insulin,1,2210000,2143491.18,268773,7925,2072
Vgo 20,2015,"Sub-Q Insulin Device, 20 Unit",diabetes/insulin,1,3200000,3108863.91,352867,10171,2410
Vgo 20,2016,"Sub-Q Insulin Device, 20 Unit",diabetes/insulin,1,3600000,3526313.8,369062,10279,2224
Vgo 20,2017,"Sub-Q Insulin Device, 20 Unit",diabetes/insulin,1,3980000,3983111.23,378344,10245,2310
Vgo 30,2013,"Sub-Q Insulin Device, 30 Unit",diabetes/insulin,1,689000,655781.15,90400,2699,966
Vgo 30,2014,"Sub-Q Insulin Device, 30 Unit",diabetes/insulin,1,2160000,2095279.75,262533,7790,2141
Vgo 30,2015,"Sub-Q Insulin Device, 30 Unit",diabetes/insulin,1,3330000,3235168.21,367766,10698,2551
Vgo 30,2016,"Sub-Q Insulin Device, 30 Unit",diabetes/insulin,1,3790000,3713200.12,387246,11077,2523
Vgo 30,2017,"Sub-Q Insulin Device, 30 Unit",diabetes/insulin,1,4180000,4178965.18,395209,11134,2614
Vgo 40,2013,"Sub-Q Insulin Device, 40 Unit",diabetes/insulin,1,1160000,1100829.37,152031,4399,1379
Vgo 40,2014,"Sub-Q Insulin Device, 40 Unit",diabetes/insulin,1,3390000,3280451.7,411689,11944,2708
Vgo 40,2015,"Sub-Q Insulin Device, 40 Unit",diabetes/insulin,1,5220000,5067352.17,574989,16277,3414
Vgo 40,2016,"Sub-Q Insulin Device, 40 Unit",diabetes/insulin,1,5870000,5750226.71,599646,16698,3308
Vgo 40,2017,"Sub-Q Insulin Device, 40 Unit",diabetes/insulin,1,6580000,6580382.88,621817,16808,3432
Viagra,2013,Sildenafil Citrate,men's health,1,57500000,54794410.01,2137610.98,327495,88709
Viagra,2014,Sildenafil Citrate,men's health,1,23400000,22681337.3,727038,160215,32633
Viagra,2015,Sildenafil Citrate,men's health,1,26300000,25581719.55,692018,161643,30506
Viagra,2016,Sildenafil Citrate,men's health,1,37600000,36853119.11,799828,185093,36186
Viagra,2017,Sildenafil Citrate,men's health,1,53300000,53331773.14,914225,209309,39316
Vibramycin,2013,Doxycycline Hyclate,infection,1,88600,84363.65,16023,307,178
Vibramycin,2013,Doxycycline Calcium,infection,1,340000,323913.6,1053059.163,2695,1596
Vibramycin,2014,Doxycycline Hyclate,infection,1,62400,60365.52,10043,164,72
Vibramycin,2014,Doxycycline Calcium,infection,1,303000,292987.57,495850.072,2456,1383
Vibramycin,2015,Doxycycline Hyclate,infection,1,48500,47131.74,6793,122,59
Vibramycin,2015,Doxycycline Calcium,infection,1,338000,328635.37,490635.186,2418,1373
Vibramycin,2016,Doxycycline Hyclate,infection,1,132000,128945.38,15242,287,101
Vibramycin,2016,Doxycycline Calcium,infection,1,270000,264901.7,379157.319,1898,1064
Vibramycin,2017,Doxycycline Hyclate,infection,1,172000,171723.31,16999,327,126
Vibramycin,2017,Doxycycline Calcium,infection,1,289000,288973.97,341171.664,1722,991
Vicodin,2013,Hydrocodone/Acetaminophen,pain reliever,1,4710000,4489437.04,3123864,68939,48590
Vicodin,2014,Hydrocodone/Acetaminophen,pain reliever,1,12300000,11922195.19,8840439.5,184681,118435
Vicodin,2015,Hydrocodone/Acetaminophen,pain reliever,1,5140000,4991665.45,3746875,73863,49451
Vicodin,2016,Hydrocodone/Acetaminophen,pain reliever,1,3010000,2948723.37,2304340,44992,28195
Vicodin,2017,Hydrocodone/Acetaminophen,pain reliever,1,1340000,1337595.74,1268413,24599,15697
Vicodin Es,2013,Hydrocodone/Acetaminophen,pain reliever,1,5210000,4961394.19,3064238,44603,25361
Vicodin Es,2014,Hydrocodone/Acetaminophen,pain reliever,1,10600000,10212077.55,6444201,93627,46193
Vicodin Es,2015,Hydrocodone/Acetaminophen,pain reliever,1,4660000,4521308.17,3016142,40253,19562
Vicodin Es,2016,Hydrocodone/Acetaminophen,pain reliever,1,2750000,2690240.82,1963263,25710,10579
Vicodin Es,2017,Hydrocodone/Acetaminophen,pain reliever,1,1400000,1403846.59,1267328,15741,6148
Vicodin HP,2013,Hydrocodone/Acetaminophen,pain reliever,1,2050000,1954822.28,970504,9309,3737
